지점,지점명,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),일 최심신적설(cm),평균 전운량(1/10),안개 계속시간(hr),일 미세먼지 농도(㎍/㎥)
264,함양군,2013-11-12,1.8,11.7,,2.6,56.9,,,,
264,함양군,2013-11-13,-3.0,13.8,,0.3,77.9,,,,
264,함양군,2013-11-14,-3.2,12.8,0.5,0.6,84.5,,,,
264,함양군,2013-11-15,1.7,15.5,0.1,1.2,81.8,,,,
264,함양군,2013-11-16,-1.8,16.2,,0.6,75.9,,,,
264,함양군,2013-11-17,2.5,10.7,1.5,3.3,69.4,,,,
264,함양군,2013-11-18,0.7,5.3,0.4,3.6,77.4,,,,
264,함양군,2013-11-19,1.3,6.7,0.0,4.2,71.4,,,,
264,함양군,2013-11-20,2.2,7.6,0.0,3.9,63.4,,,,
264,함양군,2013-11-21,-2.4,10.7,,2.3,70.0,,,,
264,함양군,2013-11-22,-1.1,11.5,,2.5,68.3,,,,
264,함양군,2013-11-23,-3.6,14.3,,1.2,77.5,,,,
264,함양군,2013-11-24,1.2,14.9,11.0,1.0,80.4,,,,
264,함양군,2013-11-25,3.4,13.2,16.5,5.1,72.4,,,,
264,함양군,2013-11-26,-2.0,7.2,0.1,2.1,73.3,,,,
264,함양군,2013-11-27,-2.0,5.9,1.5,2.4,87.3,1.0,,,
264,함양군,2013-11-28,-3.3,3.7,0.3,2.4,76.3,0.8,,,
264,함양군,2013-11-29,-1.0,6.5,0.0,2.9,72.9,,,,
264,함양군,2013-11-30,-2.5,9.6,,1.2,83.9,,,,
264,함양군,2013-12-01,-2.6,10.6,,1.5,83.0,,,,
264,함양군,2013-12-02,-3.4,10.4,,1.6,80.0,,,,
264,함양군,2013-12-03,-4.8,11.4,,1.0,79.0,,,,
264,함양군,2013-12-04,-2.4,12.8,0.2,0.7,82.6,,,,
264,함양군,2013-12-05,-4.9,11.5,0.0,1.1,82.4,,,,
264,함양군,2013-12-06,-2.1,10.3,,2.3,61.8,,,,
264,함양군,2013-12-07,-5.2,11.1,,0.8,78.3,,,,
264,함양군,2013-12-08,-5.4,12.4,,0.3,80.8,,,,
264,함양군,2013-12-09,-0.5,9.0,5.5,1.5,86.8,,,,
264,함양군,2013-12-10,0.6,6.5,0.0,3.7,62.8,,,,
264,함양군,2013-12-11,-0.9,4.0,1.0,3.4,74.0,,,,
264,함양군,2013-12-12,-3.6,6.6,2.0,3.0,65.9,,,,
264,함양군,2013-12-13,-3.9,3.2,0.1,3.7,68.9,,,,
264,함양군,2013-12-14,-4.1,5.5,0.0,3.5,66.9,,,,
264,함양군,2013-12-15,-5.2,4.7,,2.2,58.1,,,,
264,함양군,2013-12-16,-7.4,3.8,,0.0,70.9,,,,
264,함양군,2013-12-17,-3.0,7.8,0.0,0.1,75.1,,,,
264,함양군,2013-12-18,1.0,10.6,0.3,0.7,81.4,,,,
264,함양군,2013-12-19,-2.6,3.7,1.6,3.6,74.1,3.0,,,
264,함양군,2013-12-20,-2.4,2.6,2.0,4.1,76.0,2.6,,,
264,함양군,2013-12-21,-2.6,6.1,,2.8,65.1,,,,
264,함양군,2013-12-22,-6.1,6.1,,1.7,73.8,,,,
264,함양군,2013-12-23,-4.4,5.8,,2.6,71.8,,,,
264,함양군,2013-12-24,-7.7,9.0,,0.8,65.1,,,,
264,함양군,2013-12-25,-8.7,10.0,,0.4,77.3,,,,
264,함양군,2013-12-26,-3.6,5.5,0.0,2.0,75.8,,,,
264,함양군,2013-12-27,-3.6,1.1,0.0,4.1,58.0,,,,
264,함양군,2013-12-28,-8.9,2.0,,2.5,62.4,,,,
264,함양군,2013-12-29,-8.1,3.0,0.0,2.1,75.9,,,,
264,함양군,2013-12-30,-2.1,6.5,,2.5,65.8,,,,
264,함양군,2013-12-31,-2.0,8.9,,2.8,66.1,,,,
264,함양군,2014-01-01,1.6,8.9,,3.3,55.0,,,,
264,함양군,2014-01-02,-3.7,10.2,,1.5,62.5,,,,
264,함양군,2014-01-03,-6.9,12.6,,0.7,67.0,,,,
264,함양군,2014-01-04,-4.8,9.0,,1.0,69.6,,,,
264,함양군,2014-01-05,-8.2,8.5,,0.9,67.4,,,,
264,함양군,2014-01-06,-8.3,9.0,,0.2,71.4,,,,
264,함양군,2014-01-07,-8.8,9.2,,0.6,75.4,,,,
264,함양군,2014-01-08,-1.3,5.4,2.5,1.5,78.5,,,,
264,함양군,2014-01-09,-6.8,-0.1,,3.0,41.3,,,,
264,함양군,2014-01-10,-10.3,2.3,,1.8,67.9,,,,
264,함양군,2014-01-11,-5.4,5.4,,1.6,71.4,,,,
264,함양군,2014-01-12,-6.3,5.3,0.0,2.4,71.9,,,,
264,함양군,2014-01-13,-8.4,3.5,,1.8,44.6,,,,
264,함양군,2014-01-14,-12.3,5.0,,0.6,53.5,,,,
264,함양군,2014-01-15,-8.2,4.8,,1.5,56.4,,,,
264,함양군,2014-01-16,-10.3,7.3,,0.6,72.4,,,,
264,함양군,2014-01-17,-7.8,7.3,,0.7,74.8,,,,
264,함양군,2014-01-18,-5.7,4.1,,2.5,62.3,,,,
264,함양군,2014-01-19,-10.7,7.7,,0.8,53.5,,,,
264,함양군,2014-01-20,-2.0,5.8,1.0,2.2,71.3,1.4,,,
264,함양군,2014-01-21,-5.2,0.2,0.5,3.5,70.3,,,,
264,함양군,2014-01-22,-9.1,3.8,,2.3,68.4,,,,
264,함양군,2014-01-23,-11.1,9.6,,0.6,71.0,,,,
264,함양군,2014-01-24,-7.8,12.5,,1.1,76.3,,,,
264,함양군,2014-01-25,-2.5,11.0,3.5,1.4,86.6,,,,
264,함양군,2014-01-26,-7.1,9.1,,1.9,53.3,,,,
264,함양군,2014-01-27,-10.3,10.2,,0.9,62.6,,,,
264,함양군,2014-01-28,-4.6,11.6,,2.3,69.5,,,,
264,함양군,2014-01-29,-9.1,13.9,0.0,0.1,68.0,,,,
264,함양군,2014-01-30,3.0,12.4,0.0,2.7,78.4,,,,
264,함양군,2014-01-31,-4.5,14.8,,0.7,68.8,,,,
264,함양군,2014-02-01,-2.3,17.2,0.0,0.1,80.3,,,,
264,함양군,2014-02-02,8.0,20.4,,1.8,74.5,,,,
264,함양군,2014-02-03,-4.0,9.6,,2.6,56.6,,,,
264,함양군,2014-02-04,-7.8,0.7,,3.4,38.0,,,,
264,함양군,2014-02-05,-8.1,4.8,,0.5,45.4,,,,
264,함양군,2014-02-06,-5.5,6.2,,0.6,57.3,,,,
264,함양군,2014-02-07,-2.1,7.5,0.5,0.8,78.3,,,,
264,함양군,2014-02-08,1.0,4.6,1.5,0.6,89.1,,,,
264,함양군,2014-02-09,-0.4,4.9,,2.1,74.0,,,,
264,함양군,2014-02-10,-2.5,3.4,0.1,0.9,79.5,0.5,,,
264,함양군,2014-02-11,-5.1,6.4,,1.0,69.6,,,,
264,함양군,2014-02-12,-4.9,7.5,,0.5,72.8,,,,
264,함양군,2014-02-13,-6.1,7.8,,0.8,74.5,,,,
264,함양군,2014-02-14,-5.2,5.9,0.0,1.1,76.1,,,,
264,함양군,2014-02-15,-7.9,11.4,,0.5,69.0,,,,
264,함양군,2014-02-16,-7.3,12.5,,0.6,63.0,,,,
264,함양군,2014-02-17,0.3,9.0,2.0,0.7,75.3,,,,
264,함양군,2014-02-18,-3.8,4.8,,1.6,71.5,,,,
264,함양군,2014-02-19,-5.6,7.2,,0.5,75.0,,,,
264,함양군,2014-02-20,-6.8,9.5,,2.0,71.4,,,,
264,함양군,2014-02-21,-6.7,10.2,,1.2,61.6,,,,
264,함양군,2014-02-22,-7.9,11.2,,0.4,63.8,,,,
264,함양군,2014-02-23,-6.7,13.2,,0.6,64.3,,,,
264,함양군,2014-02-24,-5.5,14.4,,0.8,67.0,,,,
264,함양군,2014-02-25,-4.7,15.9,,0.4,67.5,,,,
264,함양군,2014-02-26,1.0,7.6,5.5,0.4,89.9,,,,
264,함양군,2014-02-27,4.1,16.7,,1.6,76.5,,,,
264,함양군,2014-02-28,1.8,13.6,0.0,1.2,73.9,,,,
264,함양군,2014-03-01,5.0,9.8,4.5,0.2,93.6,,,,
264,함양군,2014-03-02,-0.2,11.3,,1.3,65.1,,,,
264,함양군,2014-03-03,-4.8,12.7,,0.6,61.9,,,,
264,함양군,2014-03-04,-4.0,11.7,0.0,0.7,74.5,,,,
264,함양군,2014-03-05,-2.1,9.3,,3.4,45.8,,,,
264,함양군,2014-03-06,-5.6,7.2,0.0,2.6,43.3,,,,
264,함양군,2014-03-07,-2.1,6.8,,3.4,37.0,,,,
264,함양군,2014-03-08,-5.2,9.5,,1.6,49.5,,,,
264,함양군,2014-03-09,-1.6,7.6,0.1,3.8,61.6,,,,
264,함양군,2014-03-10,-5.7,9.7,,2.9,49.6,,,,
264,함양군,2014-03-11,-6.8,15.3,,1.3,53.5,,,,
264,함양군,2014-03-12,-4.3,5.1,28.0,0.0,89.6,,,,
264,함양군,2014-03-13,0.3,7.2,16.0,0.9,96.6,0.5,,,
264,함양군,2014-03-14,-0.2,7.8,1.5,1.5,77.8,0.5,,,
264,함양군,2014-03-15,-1.9,14.4,,2.3,66.3,,,,
264,함양군,2014-03-16,3.1,19.4,,2.2,60.6,,,,
264,함양군,2014-03-17,-0.4,21.2,0.2,0.9,81.1,,,,
264,함양군,2014-03-18,5.9,20.6,0.1,2.6,70.4,,,,
264,함양군,2014-03-19,5.7,14.5,,1.3,66.1,,,,
264,함양군,2014-03-20,3.7,11.3,0.0,3.3,63.9,,,,
264,함양군,2014-03-21,-0.2,11.0,,2.3,60.5,,,,
264,함양군,2014-03-22,-4.4,16.1,,1.6,64.4,,,,
264,함양군,2014-03-23,-1.0,19.1,,1.8,57.6,,,,
264,함양군,2014-03-24,-2.5,19.3,,1.5,56.1,,,,
264,함양군,2014-03-25,9.4,16.5,16.5,0.2,88.9,,,,
264,함양군,2014-03-26,8.9,18.2,17.5,0.3,95.8,,,,
264,함양군,2014-03-27,4.2,23.2,,0.9,74.9,,,,
264,함양군,2014-03-28,3.5,24.6,,0.7,71.3,,,,
264,함양군,2014-03-29,10.9,15.9,9.5,1.3,94.1,,,,
264,함양군,2014-03-30,7.6,19.0,1.0,2.1,83.0,,,,
264,함양군,2014-03-31,5.3,21.7,,0.9,75.8,,,,
264,함양군,2014-04-01,2.5,22.9,,0.6,66.8,,,,
264,함양군,2014-04-02,3.6,24.3,,0.7,60.8,,,,
264,함양군,2014-04-03,4.8,20.7,0.2,2.2,66.8,,,,
264,함양군,2014-04-04,1.0,12.9,,3.0,55.0,,,,
264,함양군,2014-04-05,-2.8,13.3,0.0,2.4,63.0,,,,
264,함양군,2014-04-06,0.7,14.6,,3.1,47.1,,,,
264,함양군,2014-04-07,2.7,20.0,,3.0,43.5,,,,
264,함양군,2014-04-08,0.7,22.9,,1.0,43.0,,,,
264,함양군,2014-04-09,1.3,24.6,,1.2,60.8,,,,
264,함양군,2014-04-10,3.6,26.0,,1.7,59.5,,,,
264,함양군,2014-04-11,7.9,17.0,0.0,0.7,68.3,,,,
264,함양군,2014-04-12,7.6,20.5,0.0,0.6,70.3,,,,
264,함양군,2014-04-13,3.1,17.5,7.5,0.4,81.5,,,,
264,함양군,2014-04-14,-0.2,23.7,,1.0,58.3,,,,
264,함양군,2014-04-15,5.1,25.5,,2.6,61.0,,,,
264,함양군,2014-04-16,9.3,26.1,,2.4,52.8,,,,
264,함양군,2014-04-17,3.5,21.0,32.5,0.8,77.1,,,,
264,함양군,2014-04-18,8.0,15.9,3.5,0.3,94.1,,,,
264,함양군,2014-04-19,7.8,15.8,,1.1,78.0,,,,
264,함양군,2014-04-20,6.9,21.5,0.0,0.8,69.6,,,,
264,함양군,2014-04-21,6.7,24.1,,1.3,62.9,,,,
264,함양군,2014-04-22,7.2,22.2,,1.0,56.0,,,,
264,함양군,2014-04-23,3.3,25.0,,0.8,58.4,,,,
264,함양군,2014-04-24,5.3,25.4,,0.9,61.5,,,,
264,함양군,2014-04-25,4.6,26.4,,0.7,59.0,,,,
264,함양군,2014-04-26,6.1,23.4,,0.6,69.8,,,,
264,함양군,2014-04-27,12.5,18.5,15.0,1.2,88.5,,,,
264,함양군,2014-04-28,11.9,13.8,38.0,1.2,95.1,,,,
264,함양군,2014-04-29,11.9,15.2,30.5,0.3,95.1,,,,
264,함양군,2014-04-30,12.0,20.2,0.0,0.9,85.3,,,,
264,함양군,2014-05-01,10.0,23.8,,1.6,71.9,,,,
264,함양군,2014-05-02,6.7,26.3,,2.7,63.3,,,,
264,함양군,2014-05-03,7.1,22.8,,2.7,50.8,,,,
264,함양군,2014-05-04,4.9,21.4,2.5,1.5,64.8,,,,
264,함양군,2014-05-05,3.4,17.3,0.0,3.0,49.1,,,,
264,함양군,2014-05-06,2.9,21.0,,1.3,54.5,,,,
264,함양군,2014-05-07,2.2,24.2,,1.0,62.8,,,,
264,함양군,2014-05-08,6.8,20.9,3.0,2.6,70.0,,,,
264,함양군,2014-05-09,4.1,26.1,,0.7,65.9,,,,
264,함양군,2014-05-10,7.2,25.6,,1.3,60.1,,,,
264,함양군,2014-05-11,8.1,24.1,4.0,3.1,69.5,,,,
264,함양군,2014-05-12,13.6,22.8,10.0,2.5,71.5,,,,
264,함양군,2014-05-13,9.0,27.8,,2.0,63.1,,,,
264,함양군,2014-05-14,12.5,20.3,0.5,0.5,86.0,,,,
264,함양군,2014-05-15,12.4,25.0,,3.0,56.4,,,,
264,함양군,2014-05-16,11.4,26.9,,2.7,46.9,,,,
264,함양군,2014-05-17,10.1,27.9,,1.4,57.8,,,,
264,함양군,2014-05-18,8.8,28.7,,0.8,64.1,,,,
264,함양군,2014-05-19,9.0,28.7,,0.6,65.3,,,,
264,함양군,2014-05-20,14.1,19.6,3.0,0.1,90.6,,,,
264,함양군,2014-05-21,12.0,25.0,,1.8,73.5,,,,
264,함양군,2014-05-22,9.4,30.1,,1.2,63.3,,,,
264,함양군,2014-05-23,15.1,25.8,,1.0,78.8,,,,
264,함양군,2014-05-24,14.2,30.2,,0.8,78.0,,,,
264,함양군,2014-05-25,16.3,25.6,4.0,1.5,80.4,,,,
264,함양군,2014-05-26,10.5,25.8,2.0,2.8,63.1,,,,
264,함양군,2014-05-27,6.7,30.3,,1.6,63.8,,,,
264,함양군,2014-05-28,12.4,29.9,0.0,1.3,72.0,,,,
264,함양군,2014-05-29,11.6,34.0,,1.1,60.4,,,,
264,함양군,2014-05-30,10.9,34.1,,0.9,56.1,,,,
264,함양군,2014-05-31,12.1,35.1,,0.6,62.9,,,,
264,함양군,2014-06-01,15.6,30.4,,0.2,78.0,,,,
264,함양군,2014-06-02,15.7,23.3,3.0,1.8,82.1,,,,
264,함양군,2014-06-03,15.9,18.1,17.0,1.3,95.6,,,,
264,함양군,2014-06-04,17.5,24.9,3.0,0.9,81.8,,,,
264,함양군,2014-06-05,16.8,22.2,,0.8,83.4,,,,
264,함양군,2014-06-06,15.5,27.6,,0.4,81.4,,,,
264,함양군,2014-06-07,14.4,29.1,,0.6,77.9,,,,
264,함양군,2014-06-08,17.9,27.0,0.0,0.7,79.4,,,,
264,함양군,2014-06-09,18.0,26.7,0.0,1.1,81.1,,,,
264,함양군,2014-06-10,18.4,26.4,0.0,1.0,80.5,,,,
264,함양군,2014-06-11,17.1,26.6,19.0,0.8,81.1,,,,
264,함양군,2014-06-12,15.8,21.6,15.5,0.7,87.9,,,,
264,함양군,2014-06-13,14.0,26.5,,1.7,76.6,,,,
264,함양군,2014-06-14,14.2,28.3,,1.7,70.3,,,,
264,함양군,2014-06-15,13.2,28.9,,1.5,69.6,,,,
264,함양군,2014-06-16,15.2,30.0,,1.2,69.0,,,,
264,함양군,2014-06-17,16.1,24.9,,0.8,79.9,,,,
264,함양군,2014-06-18,14.8,29.1,,0.5,72.9,,,,
264,함양군,2014-06-19,15.0,29.9,,1.2,73.1,,,,
264,함양군,2014-06-20,16.5,27.1,,1.3,80.4,,,,
264,함양군,2014-06-21,18.9,22.6,0.0,0.9,85.6,,,,
264,함양군,2014-06-22,16.5,26.5,2.0,0.6,83.9,,,,
264,함양군,2014-06-23,18.4,27.3,5.0,0.9,86.6,,,,
264,함양군,2014-06-24,16.9,28.1,0.5,1.0,84.6,,,,
264,함양군,2014-06-25,16.0,29.2,,0.5,81.9,,,,
264,함양군,2014-06-26,17.5,30.4,,0.7,77.1,,,,
264,함양군,2014-06-27,17.4,31.0,0.0,0.7,73.1,,,,
264,함양군,2014-06-28,17.7,30.0,,2.4,67.8,,,,
264,함양군,2014-06-29,17.1,28.1,,1.3,75.4,,,,
264,함양군,2014-06-30,17.5,31.0,,0.8,74.8,,,,
264,함양군,2014-07-01,16.8,33.3,,0.9,67.5,,,,
264,함양군,2014-07-02,17.5,26.8,15.0,1.1,85.3,,,,
264,함양군,2014-07-03,17.5,22.2,40.5,0.5,95.1,,,,
264,함양군,2014-07-04,18.8,27.0,3.0,0.3,89.1,,,,
264,함양군,2014-07-05,18.5,27.3,0.0,0.6,87.9,,,,
264,함양군,2014-07-06,18.8,21.8,21.5,1.3,94.9,,,,
264,함양군,2014-07-07,19.4,24.7,0.3,0.8,92.0,,,,
264,함양군,2014-07-08,19.9,29.8,0.0,0.7,87.8,,,,
264,함양군,2014-07-09,22.2,26.3,27.5,0.6,95.3,,,,
264,함양군,2014-07-10,22.9,33.5,0.1,2.1,72.6,,,,
264,함양군,2014-07-11,20.2,32.6,,1.9,65.6,,,,
264,함양군,2014-07-12,17.9,32.7,0.0,0.4,72.6,,,,
264,함양군,2014-07-13,19.8,30.1,5.5,1.0,79.5,,,,
264,함양군,2014-07-14,20.8,33.6,,1.0,68.8,,,,
264,함양군,2014-07-15,21.4,27.3,2.5,0.5,83.5,,,,
264,함양군,2014-07-16,20.5,32.4,7.0,0.4,78.8,,,,
264,함양군,2014-07-17,21.4,25.8,15.0,0.3,88.1,,,,
264,함양군,2014-07-18,21.0,25.8,46.0,0.4,90.3,,,,
264,함양군,2014-07-19,21.0,31.2,1.0,1.1,83.0,,,,
264,함양군,2014-07-20,21.7,35.0,,0.5,74.3,,,,
264,함양군,2014-07-21,24.1,35.3,,0.6,76.3,,,,
264,함양군,2014-07-22,22.0,31.7,,1.5,75.5,,,,
264,함양군,2014-07-23,23.3,33.4,,1.8,72.1,,,,
264,함양군,2014-07-24,26.0,34.4,0.1,1.6,75.3,,,,
264,함양군,2014-07-25,25.4,33.9,0.5,0.9,78.6,,,,
264,함양군,2014-07-26,21.1,30.1,0.0,3.1,68.9,,,,
264,함양군,2014-07-27,16.3,32.7,,0.3,68.1,,,,
264,함양군,2014-07-28,18.3,30.7,4.0,0.6,79.5,,,,
264,함양군,2014-07-29,20.2,32.0,0.3,0.4,78.5,,,,
264,함양군,2014-07-30,23.2,34.7,,0.5,76.3,,,,
264,함양군,2014-07-31,23.0,36.6,0.0,0.9,73.0,,,,
264,함양군,2014-08-01,23.8,32.4,1.0,1.0,80.3,,,,
264,함양군,2014-08-02,23.1,27.7,118.0,2.8,87.6,,,,
264,함양군,2014-08-03,23.2,26.9,33.5,2.5,92.5,,,,
264,함양군,2014-08-04,23.0,26.1,9.5,0.4,94.3,,,,
264,함양군,2014-08-05,23.6,32.0,,1.7,83.3,,,,
264,함양군,2014-08-06,21.5,32.3,,1.1,81.6,,,,
264,함양군,2014-08-07,21.5,27.8,26.0,0.5,93.4,,,,
264,함양군,2014-08-08,20.3,23.2,2.0,0.5,93.4,,,,
264,함양군,2014-08-09,19.4,24.6,,0.9,87.1,,,,
264,함양군,2014-08-10,20.2,30.3,7.0,0.4,89.1,,,,
264,함양군,2014-08-11,19.9,28.7,,1.5,81.9,,,,
264,함양군,2014-08-12,17.6,31.3,,0.8,78.3,,,,
264,함양군,2014-08-13,20.0,26.3,0.3,0.2,91.0,,,,
264,함양군,2014-08-14,19.4,21.5,26.5,0.4,95.3,,,,
264,함양군,2014-08-15,20.2,28.9,1.5,0.5,87.9,,,,
264,함양군,2014-08-16,21.4,30.4,,0.7,85.6,,,,
264,함양군,2014-08-17,20.0,27.5,40.0,0.5,91.3,,,,
264,함양군,2014-08-18,19.2,22.1,89.0,0.4,96.1,,,,
264,함양군,2014-08-19,20.9,27.0,14.5,0.3,93.6,,,,
264,함양군,2014-08-20,21.7,26.1,2.0,0.2,94.8,,,,
264,함양군,2014-08-21,20.9,30.0,17.0,1.9,84.3,,,,
264,함양군,2014-08-22,19.0,30.2,,1.2,80.5,,,,
264,함양군,2014-08-23,17.5,30.4,,0.4,84.6,,,,
264,함양군,2014-08-24,18.4,25.5,3.5,0.1,93.0,,,,
264,함양군,2014-08-25,21.7,23.4,68.0,0.2,96.5,,,,
264,함양군,2014-08-26,21.8,32.0,,1.4,83.8,,,,
264,함양군,2014-08-27,20.7,25.7,,0.5,88.3,,,,
264,함양군,2014-08-28,18.3,24.4,,0.3,88.1,,,,
264,함양군,2014-08-29,16.9,26.4,0.5,0.7,85.0,,,,
264,함양군,2014-08-30,14.6,27.3,,0.5,86.1,,,,
264,함양군,2014-08-31,14.6,25.8,,0.3,85.5,,,,
264,함양군,2014-09-01,13.6,28.4,,0.5,84.0,,,,
264,함양군,2014-09-02,16.0,23.9,3.5,0.8,91.1,,,,
264,함양군,2014-09-03,18.7,24.6,6.0,0.9,93.3,,,,
264,함양군,2014-09-04,16.9,28.1,0.0,1.2,82.9,,,,
264,함양군,2014-09-05,15.6,30.3,,0.3,86.0,,,,
264,함양군,2014-09-06,17.5,29.6,,0.3,87.5,,,,
264,함양군,2014-09-07,16.7,30.6,,0.4,84.3,,,,
264,함양군,2014-09-08,16.8,30.9,,0.7,82.3,,,,
264,함양군,2014-09-09,13.7,28.9,,0.8,80.9,,,,
264,함양군,2014-09-10,10.8,28.7,,0.4,76.8,,,,
264,함양군,2014-09-11,12.2,28.6,,0.3,83.8,,,,
264,함양군,2014-09-12,17.1,23.6,0.0,0.2,89.5,,,,
264,함양군,2014-09-13,14.9,27.1,,0.7,81.1,,,,
264,함양군,2014-09-14,12.0,26.0,,0.3,83.3,,,,
264,함양군,2014-09-15,14.7,27.7,0.0,0.5,82.0,,,,
264,함양군,2014-09-16,13.9,28.2,,0.4,78.6,,,,
264,함양군,2014-09-17,16.8,24.3,0.2,0.4,90.4,,,,
264,함양군,2014-09-18,15.4,25.2,,0.5,82.8,,,,
264,함양군,2014-09-19,11.6,22.9,,0.4,86.5,,,,
264,함양군,2014-09-20,10.6,26.0,,0.5,82.4,,,,
264,함양군,2014-09-21,9.9,26.8,,0.4,79.5,,,,
264,함양군,2014-09-22,9.6,27.2,,0.5,81.4,,,,
264,함양군,2014-09-23,10.7,25.0,8.5,0.8,83.6,,,,
264,함양군,2014-09-24,17.2,20.8,91.5,0.6,96.0,,,,
264,함양군,2014-09-25,14.1,26.9,,0.4,86.5,,,,
264,함양군,2014-09-26,17.3,25.5,,0.6,85.0,,,,
264,함양군,2014-09-27,14.8,27.3,,0.4,84.9,,,,
264,함양군,2014-09-28,14.7,28.2,,0.2,86.1,,,,
264,함양군,2014-09-29,16.9,21.4,1.5,0.0,94.6,,,,
264,함양군,2014-09-30,15.9,23.0,0.0,0.7,87.6,,,,
264,함양군,2014-10-01,12.5,22.6,,0.5,87.9,,,,
264,함양군,2014-10-02,12.1,24.3,0.5,0.6,82.6,,,,
264,함양군,2014-10-03,10.1,23.0,0.0,2.6,73.5,,,,
264,함양군,2014-10-04,8.3,22.2,,1.1,77.3,,,,
264,함양군,2014-10-05,7.2,22.8,,0.8,78.4,,,,
264,함양군,2014-10-06,6.5,22.6,,0.4,79.9,,,,
264,함양군,2014-10-07,5.2,23.6,,0.5,79.8,,,,
264,함양군,2014-10-08,5.8,24.0,,0.3,82.5,,,,
264,함양군,2014-10-09,7.0,24.2,,0.2,84.0,,,,
264,함양군,2014-10-10,8.1,26.0,,1.0,75.5,,,,
264,함양군,2014-10-11,9.2,25.0,,1.2,75.5,,,,
264,함양군,2014-10-12,8.8,19.0,2.5,0.6,91.1,,,,
264,함양군,2014-10-13,9.6,18.5,15.5,1.1,91.5,,,,
264,함양군,2014-10-14,7.0,19.8,,0.4,87.0,,,,
264,함양군,2014-10-15,6.1,20.7,,0.5,85.8,,,,
264,함양군,2014-10-16,4.5,20.1,0.1,2.2,72.9,,,,
264,함양군,2014-10-17,1.3,22.2,,0.5,73.9,,,,
264,함양군,2014-10-18,1.2,23.1,,0.3,78.8,,,,
264,함양군,2014-10-19,2.3,23.3,0.0,0.5,79.4,,,,
264,함양군,2014-10-20,11.6,16.4,13.0,0.1,95.9,,,,
264,함양군,2014-10-21,13.5,21.2,36.0,0.6,95.6,,,,
264,함양군,2014-10-22,7.8,14.6,27.0,0.9,92.0,,,,
264,함양군,2014-10-23,7.1,18.8,,0.5,90.6,,,,
264,함양군,2014-10-24,7.4,23.1,,0.6,84.9,,,,
264,함양군,2014-10-25,6.8,24.7,,0.3,85.3,,,,
264,함양군,2014-10-26,5.9,24.3,,1.1,81.8,,,,
264,함양군,2014-10-27,4.0,21.0,,1.7,66.5,,,,
264,함양군,2014-10-28,0.2,20.6,,0.3,78.9,,,,
264,함양군,2014-10-29,1.7,19.8,,0.1,83.3,,,,
264,함양군,2014-10-30,3.3,19.0,,0.1,87.0,,,,
264,함양군,2014-10-31,10.0,11.6,20.5,0.8,95.9,,,,
264,함양군,2014-11-01,10.6,18.7,0.5,0.6,93.0,,,,
264,함양군,2014-11-02,9.2,14.6,0.3,3.1,68.8,,,,
264,함양군,2014-11-03,2.4,13.7,,2.3,60.1,,,,
264,함양군,2014-11-04,-0.9,19.0,,0.4,79.1,,,,
264,함양군,2014-11-05,0.0,19.6,,0.5,78.9,,,,
264,함양군,2014-11-06,4.5,20.1,,0.8,80.0,,,,
264,함양군,2014-11-07,2.4,18.9,,0.3,79.8,,,,
264,함양군,2014-11-08,5.2,14.7,0.5,0.1,92.0,,,,
264,함양군,2014-11-09,2.1,17.1,,1.6,76.1,,,,
264,함양군,2014-11-10,-1.5,18.0,,0.1,77.0,,,,
264,함양군,2014-11-11,-1.5,17.8,,0.9,73.0,,,,
264,함양군,2014-11-12,4.4,12.4,3.0,3.7,70.5,,,,
264,함양군,2014-11-13,1.0,6.3,,3.3,60.6,,,,
264,함양군,2014-11-14,-1.4,10.9,,1.2,74.9,,,,
264,함양군,2014-11-15,-1.0,12.8,,1.2,73.8,,,,
264,함양군,2014-11-16,2.9,15.6,,1.1,66.0,,,,
264,함양군,2014-11-17,0.4,11.3,0.0,1.2,80.3,,,,
264,함양군,2014-11-18,-1.3,13.2,,1.2,72.0,,,,
264,함양군,2014-11-19,-4.6,14.2,,0.4,70.4,,,,
264,함양군,2014-11-20,-3.9,16.0,,0.3,74.9,,,,
264,함양군,2014-11-21,-3.1,16.8,,0.3,78.9,,,,
264,함양군,2014-11-22,-1.6,19.3,0.0,0.6,80.6,,,,
264,함양군,2014-11-23,0.0,16.3,0.0,0.3,84.4,,,,
264,함양군,2014-11-24,8.6,11.1,63.0,0.1,95.9,,,,
264,함양군,2014-11-25,8.0,11.5,0.5,0.2,94.8,,,,
264,함양군,2014-11-26,3.3,15.3,0.0,0.1,86.4,,,,
264,함양군,2014-11-27,2.2,16.2,,0.1,91.8,,,,
264,함양군,2014-11-28,1.6,14.5,1.0,1.0,92.1,,,,
264,함양군,2014-11-29,4.8,16.8,,1.8,76.0,,,,
264,함양군,2014-11-30,6.1,12.4,13.0,1.6,92.9,,,,
264,함양군,2014-12-01,-1.5,11.2,0.4,5.2,72.0,,,,
264,함양군,2014-12-02,-3.6,1.3,,3.8,61.3,,,,
264,함양군,2014-12-03,-2.3,4.5,0.7,3.6,79.4,,,,
264,함양군,2014-12-04,-1.0,4.0,1.5,2.8,82.9,,,,
264,함양군,2014-12-05,-3.3,1.0,0.0,2.9,66.9,,,,
