지점,지점명,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),일 최심신적설(cm),평균 전운량(1/10),안개 계속시간(hr),일 미세먼지 농도(㎍/㎥)
264,함양군,2020-06-13,20.6,28.2,20.0,0.4,85.6,,9.9,,
264,함양군,2020-06-14,21.3,27.1,17.0,2.0,80.5,,8.3,,
264,함양군,2020-06-15,17.0,29.5,,2.2,61.9,,6.1,,
264,함양군,2020-06-16,14.8,30.7,,1.1,59.6,,5.0,,
264,함양군,2020-06-17,16.2,27.7,1.5,0.4,74.9,,9.8,,
264,함양군,2020-06-18,16.3,19.7,26.0,0.7,91.9,,9.9,,
264,함양군,2020-06-19,16.8,28.9,1.0,0.5,74.0,,3.8,,
264,함양군,2020-06-20,18.7,28.9,,0.6,77.1,,5.6,,
264,함양군,2020-06-21,17.7,31.1,,0.7,75.0,,2.3,,
264,함양군,2020-06-22,17.7,31.9,,0.7,74.3,,1.8,,
264,함양군,2020-06-23,17.2,32.3,,0.8,72.0,,6.3,,
264,함양군,2020-06-24,19.4,22.5,10.0,0.7,88.3,,9.4,,
264,함양군,2020-06-25,20.9,26.4,0.5,0.9,82.8,,9.1,,
264,함양군,2020-06-26,19.4,28.7,,2.4,70.5,,6.5,,
264,함양군,2020-06-27,17.8,30.7,,0.2,77.6,,6.9,,
264,함양군,2020-06-28,17.9,31.6,,1.3,70.4,,1.6,,
264,함양군,2020-06-29,18.5,26.1,42.0,1.3,89.3,,8.6,,
264,함양군,2020-06-30,19.2,24.1,0.5,2.5,81.0,,8.6,,
264,함양군,2020-07-01,16.6,25.3,0.2,1.7,69.5,,7.0,,
264,함양군,2020-07-02,15.0,27.3,,0.6,77.8,,8.5,,
264,함양군,2020-07-03,17.6,21.3,12.5,0.4,88.1,,10.0,,
264,함양군,2020-07-04,17.1,24.5,,0.3,83.1,,7.9,,
264,함양군,2020-07-05,18.8,27.9,,0.3,83.4,,6.6,,
264,함양군,2020-07-06,18.2,25.7,0.0,0.4,87.4,,8.1,,
264,함양군,2020-07-07,19.6,31.5,,0.7,75.6,,4.4,,
264,함양군,2020-07-08,19.2,31.2,,0.4,74.4,,6.0,,
264,함양군,2020-07-09,17.9,29.4,3.5,0.7,82.4,,7.1,,
264,함양군,2020-07-10,21.2,30.2,50.5,0.6,83.0,,9.0,,
264,함양군,2020-07-11,22.6,30.9,,1.2,73.8,,,,
264,함양군,2020-07-12,19.0,22.9,47.0,1.7,88.4,,,,
264,함양군,2020-07-13,17.6,19.8,123.0,0.9,95.8,,8.0,,
264,함양군,2020-07-14,18.5,21.9,11.5,0.5,95.6,,8.4,,
264,함양군,2020-07-15,18.0,21.9,9.0,0.3,93.1,,7.4,,
264,함양군,2020-07-16,17.8,28.8,0.5,0.5,78.5,,1.6,,
264,함양군,2020-07-17,17.0,30.5,,0.4,80.8,,4.5,,
264,함양군,2020-07-18,19.3,26.6,,0.8,77.1,,7.0,,
264,함양군,2020-07-19,20.3,27.3,0.0,0.8,85.1,,9.6,,
264,함양군,2020-07-20,23.5,29.6,3.0,1.4,81.8,,9.3,,
264,함양군,2020-07-21,21.6,31.2,13.5,0.7,79.0,,8.5,,
264,함양군,2020-07-22,21.7,24.1,62.0,0.3,94.5,,10.0,,
264,함양군,2020-07-23,20.7,22.7,78.5,0.6,95.0,,9.5,,
264,함양군,2020-07-24,19.8,22.4,7.0,0.9,91.1,,7.4,,
264,함양군,2020-07-25,19.6,27.2,15.0,0.3,90.1,,5.9,,
264,함양군,2020-07-26,20.5,28.0,0.1,0.4,85.8,,8.9,,
264,함양군,2020-07-27,19.9,25.6,26.5,0.4,90.1,,9.8,,
264,함양군,2020-07-28,21.6,29.1,47.5,0.2,91.8,,9.8,,
264,함양군,2020-07-29,22.9,24.8,24.5,0.0,95.5,,9.5,,
264,함양군,2020-07-30,21.0,26.0,33.0,0.4,92.9,,8.1,,
264,함양군,2020-07-31,21.4,31.5,37.5,0.7,85.5,,9.5,,
264,함양군,2020-08-01,22.1,31.6,2.5,0.5,85.5,,8.9,,
264,함양군,2020-08-02,22.9,31.9,,0.4,85.4,,8.8,,
264,함양군,2020-08-03,22.6,32.7,0.4,0.7,83.8,,9.0,,
264,함양군,2020-08-04,21.8,32.8,,0.6,83.4,,6.9,,
264,함양군,2020-08-05,22.8,30.1,5.5,0.4,89.3,,8.9,,
264,함양군,2020-08-06,24.1,29.8,36.0,0.5,93.9,,9.6,,
264,함양군,2020-08-07,22.3,25.4,113.0,0.3,96.9,,10.0,,
264,함양군,2020-08-08,22.0,24.4,203.5,0.2,98.0,,10.0,,
264,함양군,2020-08-09,21.8,33.0,0.5,0.9,81.8,,8.0,,
264,함양군,2020-08-10,23.0,26.7,63.5,0.4,94.9,,9.4,,
264,함양군,2020-08-11,22.5,30.6,14.0,0.5,90.8,,8.4,,
264,함양군,2020-08-12,22.8,31.8,1.5,0.4,88.4,,7.6,,
264,함양군,2020-08-13,22.4,33.9,,0.8,81.5,,5.4,,
264,함양군,2020-08-14,22.4,33.6,,1.2,78.9,,6.2,,
264,함양군,2020-08-15,23.2,33.9,,1.5,76.3,,4.5,,
264,함양군,2020-08-16,21.1,33.5,,1.1,77.3,,3.1,,
264,함양군,2020-08-17,22.3,35.2,,0.7,77.4,,2.1,,
264,함양군,2020-08-18,22.2,35.6,,0.6,77.4,,1.8,,
264,함양군,2020-08-19,22.0,36.1,,0.8,72.4,,1.5,,
264,함양군,2020-08-20,20.2,36.3,,0.5,72.6,,0.5,,
264,함양군,2020-08-21,21.0,34.0,,0.7,80.3,,2.8,,
264,함양군,2020-08-22,23.7,31.5,0.2,0.6,80.3,,8.4,,
264,함양군,2020-08-23,22.8,33.1,,0.6,80.4,,6.1,,
264,함양군,2020-08-24,22.8,33.4,,0.4,82.4,,5.0,,
264,함양군,2020-08-25,22.7,33.4,0.0,0.9,77.0,,5.0,,
264,함양군,2020-08-26,24.5,30.8,115.5,2.1,84.1,,8.0,,
264,함양군,2020-08-27,24.4,32.1,30.0,0.9,88.1,,8.8,,
264,함양군,2020-08-28,24.2,31.4,3.0,0.5,85.6,,7.5,,
264,함양군,2020-08-29,23.9,30.9,8.0,0.3,87.8,,8.9,,
264,함양군,2020-08-30,23.1,33.4,20.5,0.5,84.1,,7.5,,
264,함양군,2020-08-31,23.0,28.8,0.4,0.5,83.1,,6.1,,
264,함양군,2020-09-01,20.2,29.6,0.5,0.4,84.1,,6.4,,
264,함양군,2020-09-02,23.3,25.1,45.0,0.8,92.0,,10.0,,
264,함양군,2020-09-03,17.4,27.2,25.0,4.0,76.8,,4.8,,
264,함양군,2020-09-04,15.3,29.2,,0.7,77.3,,4.6,,
264,함양군,2020-09-05,17.6,23.4,1.5,0.4,88.8,,9.6,,
264,함양군,2020-09-06,17.4,21.5,9.5,0.7,90.6,,10.0,,
264,함양군,2020-09-07,18.3,22.8,34.5,4.0,80.5,,8.8,,
264,함양군,2020-09-08,18.2,28.5,5.5,1.9,75.3,,5.9,,
264,함양군,2020-09-09,17.8,26.0,6.5,0.5,86.0,,7.9,,
264,함양군,2020-09-10,18.0,27.3,14.5,0.3,85.1,,8.6,,
264,함양군,2020-09-11,18.6,22.0,22.5,0.4,91.6,,10.0,,
264,함양군,2020-09-12,17.8,22.5,5.0,0.6,89.5,,6.6,,
264,함양군,2020-09-13,17.4,25.3,0.5,0.2,86.0,,6.9,,
264,함양군,2020-09-14,17.3,28.1,,0.6,78.1,,6.3,,
264,함양군,2020-09-15,16.1,28.2,,0.4,83.8,,7.6,,
264,함양군,2020-09-16,18.9,23.7,2.5,0.5,88.9,,7.1,,
264,함양군,2020-09-17,16.7,23.5,2.5,0.2,90.5,,9.5,,
264,함양군,2020-09-18,12.7,24.2,2.0,1.1,80.5,,6.8,,
264,함양군,2020-09-19,10.8,25.7,,1.1,77.8,,3.5,,
264,함양군,2020-09-20,9.0,25.6,,0.8,73.9,,0.5,,
264,함양군,2020-09-21,10.4,24.3,,0.3,77.1,,4.4,,
264,함양군,2020-09-22,11.5,22.8,,0.4,80.4,,7.4,,
264,함양군,2020-09-23,10.9,22.7,,0.4,82.6,,9.5,,
264,함양군,2020-09-24,14.7,24.8,,0.3,79.0,,7.1,,
264,함양군,2020-09-25,11.6,25.3,,0.4,80.4,,6.3,,
264,함양군,2020-09-26,12.0,25.6,,0.4,78.9,,4.1,,
264,함양군,2020-09-27,11.0,25.3,,0.4,78.0,,2.5,,
264,함양군,2020-09-28,9.5,24.7,,0.4,79.6,,2.5,,
264,함양군,2020-09-29,8.6,25.9,,0.3,78.8,,4.5,,
264,함양군,2020-09-30,10.7,25.7,,0.3,77.9,,6.4,,
264,함양군,2020-10-01,10.7,25.6,,0.4,79.5,,5.0,,
264,함양군,2020-10-02,13.4,25.7,,0.9,77.3,,7.1,,
264,함양군,2020-10-03,15.7,26.8,1.5,0.5,80.0,,8.5,,
264,함양군,2020-10-04,14.8,21.5,0.3,1.5,79.9,,9.8,,
264,함양군,2020-10-05,8.6,20.4,,2.3,51.5,,4.6,,
264,함양군,2020-10-06,5.7,22.8,,0.5,67.8,,3.8,,
264,함양군,2020-10-07,8.3,23.0,,0.5,70.6,,6.9,,
264,함양군,2020-10-08,9.0,22.2,,1.3,68.5,,3.1,,
264,함양군,2020-10-09,5.8,22.4,,1.1,68.5,,4.3,,
264,함양군,2020-10-10,9.5,23.6,,0.4,73.5,,5.5,,
264,함양군,2020-10-11,9.9,23.3,,0.3,77.4,,8.3,,
264,함양군,2020-10-12,11.3,24.2,,1.1,66.5,,5.9,,
264,함양군,2020-10-13,5.7,21.4,,1.3,59.4,,6.4,,
264,함양군,2020-10-14,4.8,21.2,,0.5,72.8,,7.3,,
264,함양군,2020-10-15,5.2,22.3,,0.4,61.3,,5.5,,
264,함양군,2020-10-16,3.8,15.5,,0.2,77.4,,9.4,,
264,함양군,2020-10-17,3.6,21.6,,0.6,77.3,,2.5,,
264,함양군,2020-10-18,4.4,22.6,,0.4,73.3,,3.6,,
264,함양군,2020-10-19,2.3,22.1,,0.3,75.0,,3.1,,
264,함양군,2020-10-20,2.5,23.0,,0.4,73.4,,1.6,,
264,함양군,2020-10-21,5.6,16.3,11.0,0.1,87.4,,9.6,,
264,함양군,2020-10-22,10.1,20.3,,1.9,71.8,,7.8,,
264,함양군,2020-10-23,7.7,16.3,,3.2,48.8,,1.1,,
264,함양군,2020-10-24,3.2,16.1,,2.9,48.0,,0.4,,
264,함양군,2020-10-25,7.7,20.6,,2.5,57.9,,3.3,,
264,함양군,2020-10-26,2.5,22.8,,0.4,74.8,,2.6,,
264,함양군,2020-10-27,2.7,22.9,,0.3,74.0,,3.4,,
264,함양군,2020-10-28,8.7,22.5,,1.5,63.5,,5.9,,
264,함양군,2020-10-29,0.7,21.1,,0.6,55.5,,3.4,,
264,함양군,2020-10-30,0.4,19.6,,0.3,71.3,,1.0,,
264,함양군,2020-10-31,1.3,18.6,,0.2,79.4,,,,
264,함양군,2020-11-01,5.6,13.6,3.0,0.2,89.4,,9.9,,
264,함양군,2020-11-02,2.2,18.3,0.1,0.6,74.5,,5.1,,
264,함양군,2020-11-03,0.8,11.2,,2.5,52.9,,1.5,,
264,함양군,2020-11-04,-1.9,14.1,,1.5,54.1,,0.3,,
264,함양군,2020-11-05,-4.2,18.5,,0.2,60.6,,5.5,,
264,함양군,2020-11-06,7.0,12.8,0.1,0.0,74.6,,8.4,,
264,함양군,2020-11-07,5.0,22.0,,1.9,65.4,,3.3,,
264,함양군,2020-11-08,5.6,17.8,,2.7,45.4,,0.8,,
264,함양군,2020-11-09,-0.2,13.5,,2.0,42.6,,0.1,,
264,함양군,2020-11-10,1.2,15.5,,1.0,53.8,,2.4,,
264,함양군,2020-11-11,-2.2,17.3,,0.3,65.3,,0.0,,
264,함양군,2020-11-12,-2.6,19.3,,0.2,70.3,,0.0,,
264,함양군,2020-11-13,-1.4,21.7,,0.3,71.4,,0.3,,
264,함양군,2020-11-14,0.3,19.5,,0.7,79.4,,4.3,,
264,함양군,2020-11-15,1.5,20.4,,0.5,76.1,,3.1,,
264,함양군,2020-11-16,1.5,22.1,,0.3,71.1,,6.5,,
264,함양군,2020-11-17,6.8,19.2,0.5,0.2,78.8,,7.4,,
264,함양군,2020-11-18,11.4,20.8,1.0,0.3,90.5,,9.0,,
264,함양군,2020-11-19,11.9,24.1,20.5,2.5,80.5,,8.0,,
264,함양군,2020-11-20,4.9,11.9,,3.8,66.5,,7.4,,
264,함양군,2020-11-21,-1.7,14.5,,0.8,77.3,,3.3,,
264,함양군,2020-11-22,5.8,11.7,1.0,1.9,75.4,,7.6,,
264,함양군,2020-11-23,-0.6,9.8,,2.7,57.9,,3.1,,
264,함양군,2020-11-24,-1.0,13.8,,0.5,55.8,,5.8,,
264,함양군,2020-11-25,-2.6,13.6,,0.6,65.6,,3.1,,
264,함양군,2020-11-26,0.3,14.5,,0.3,64.3,,7.0,,
264,함양군,2020-11-27,2.5,10.8,,2.7,55.0,,5.1,,
264,함양군,2020-11-28,1.5,7.7,,3.1,44.0,,7.0,,
264,함양군,2020-11-29,-0.5,8.4,,2.3,51.5,,7.4,,
264,함양군,2020-11-30,-2.1,9.1,,1.5,56.8,,1.4,,
264,함양군,2020-12-01,-5.6,11.4,,0.2,56.5,,2.8,,
264,함양군,2020-12-02,-4.7,11.8,,0.8,51.9,,4.9,,
264,함양군,2020-12-03,-3.5,9.1,,1.9,53.8,,7.6,,
264,함양군,2020-12-04,-4.5,8.0,,1.9,51.3,,3.3,,
264,함양군,2020-12-05,-5.1,9.8,,1.0,64.6,,2.6,,
264,함양군,2020-12-06,-5.2,10.9,,1.0,70.6,,0.6,,
264,함양군,2020-12-07,-4.3,10.3,,1.3,69.5,,3.5,,
264,함양군,2020-12-08,-4.4,7.1,,1.5,64.5,,1.4,,
264,함양군,2020-12-09,-7.3,11.5,,0.3,59.6,,1.1,,
264,함양군,2020-12-10,-0.9,12.7,,0.5,61.0,,7.5,,
264,함양군,2020-12-11,-2.1,12.4,,0.9,71.5,,9.1,,
264,함양군,2020-12-12,-2.5,9.6,,1.9,47.5,,3.3,,
264,함양군,2020-12-13,-4.5,11.6,1.0,2.1,59.1,,7.9,,
264,함양군,2020-12-14,-7.4,0.4,,2.6,37.4,,4.4,,
264,함양군,2020-12-15,-7.8,1.0,,2.0,45.9,,2.5,,
264,함양군,2020-12-16,-7.4,0.9,,2.4,49.1,,2.6,,
264,함양군,2020-12-17,-8.5,4.1,,1.5,55.0,,0.8,,
264,함양군,2020-12-18,-6.6,6.3,0.0,2.0,60.8,,6.1,,
264,함양군,2020-12-19,-4.2,2.6,,2.9,30.4,,3.6,,
264,함양군,2020-12-20,-5.3,5.6,,1.6,51.6,,3.1,,
264,함양군,2020-12-21,-6.4,6.3,,1.4,58.3,,4.0,,
264,함양군,2020-12-22,-4.3,7.2,,1.4,69.6,,2.8,,
264,함양군,2020-12-23,-5.8,9.9,,0.8,75.5,,5.4,,
264,함양군,2020-12-24,-1.5,10.4,,3.0,52.5,,3.5,,
264,함양군,2020-12-25,-5.1,5.6,0.0,2.5,56.0,,2.3,,
264,함양군,2020-12-26,-6.6,8.8,,0.9,70.4,,6.5,,
264,함양군,2020-12-27,-1.7,6.7,3.0,0.2,83.4,,9.4,,
264,함양군,2020-12-28,-1.0,13.6,,0.2,89.6,,5.3,,
264,함양군,2020-12-29,-1.8,11.8,0.1,1.6,81.4,,8.4,,
264,함양군,2020-12-30,-7.8,-0.1,,4.1,50.4,,7.0,,
264,함양군,2020-12-31,-7.6,0.5,0.0,2.9,55.1,,4.5,,
264,함양군,2021-01-01,-10.8,2.7,0.0,1.5,70.1,,6.8,,
264,함양군,2021-01-02,-6.4,3.0,0.0,1.7,52.4,,3.1,,
264,함양군,2021-01-03,-6.0,4.0,,1.9,40.6,,6.9,,
264,함양군,2021-01-04,-7.1,8.1,,0.7,63.5,,3.0,,
264,함양군,2021-01-05,-5.2,3.6,0.0,2.6,52.9,,5.3,,
264,함양군,2021-01-06,-11.1,1.5,0.0,1.9,56.6,,4.1,,
264,함양군,2021-01-07,-14.1,-2.2,0.0,3.2,50.5,,5.6,,
264,함양군,2021-01-08,-15.9,-4.2,,2.0,48.8,,2.5,,
264,함양군,2021-01-09,-14.9,-1.8,,1.8,57.9,,5.0,,
264,함양군,2021-01-10,-11.4,1.5,,1.3,65.4,,4.1,,
264,함양군,2021-01-11,-9.3,0.7,,0.4,75.6,,7.8,,
264,함양군,2021-01-12,-10.1,4.0,,1.8,67.4,,4.5,,
264,함양군,2021-01-13,-4.7,11.4,,1.9,62.9,,3.4,,
264,함양군,2021-01-14,-4.0,13.2,,1.1,64.5,,0.0,,
264,함양군,2021-01-15,-6.0,15.2,,2.6,70.8,,5.5,,
264,함양군,2021-01-16,-4.3,5.3,,4.6,55.0,,4.3,,
264,함양군,2021-01-17,-7.4,1.6,,2.9,43.9,,5.5,,
264,함양군,2021-01-18,-4.5,3.5,3.6,2.7,71.5,,7.0,,
264,함양군,2021-01-19,-11.2,5.8,,1.2,56.9,,1.6,,
264,함양군,2021-01-20,-11.1,9.3,,0.6,68.4,,3.1,,
264,함양군,2021-01-21,-3.8,8.6,4.1,0.4,76.3,,7.3,,
264,함양군,2021-01-22,3.7,11.2,4.7,0.4,93.8,,7.0,,
264,함양군,2021-01-23,6.4,8.7,1.9,0.6,92.5,,9.9,,
264,함양군,2021-01-24,1.2,11.7,,0.9,79.9,,7.6,,
264,함양군,2021-01-25,-1.7,13.7,,0.9,76.6,,4.8,,
264,함양군,2021-01-26,1.0,8.3,9.7,1.3,85.9,,9.5,,
264,함양군,2021-01-27,-0.5,11.6,,2.0,50.4,,5.6,,
264,함양군,2021-01-28,-5.3,7.8,0.3,3.4,67.1,,6.6,,
264,함양군,2021-01-29,-7.3,0.6,,4.4,45.3,,0.5,,
264,함양군,2021-01-30,-8.7,8.2,,1.9,70.3,,4.6,,
264,함양군,2021-01-31,-7.1,12.4,0.4,0.7,73.8,,4.9,,
264,함양군,2021-02-01,3.0,11.2,14.5,2.4,76.3,,7.9,,
264,함양군,2021-02-02,-3.4,4.8,,4.5,37.5,,1.3,,
264,함양군,2021-02-03,-5.5,4.9,,3.2,35.6,,2.5,,
264,함양군,2021-02-04,-5.2,5.9,1.8,3.3,48.0,,1.8,,
264,함양군,2021-02-05,-7.9,9.4,,1.6,47.8,,5.9,,
264,함양군,2021-02-06,-2.7,10.6,,2.1,75.1,,2.9,,
264,함양군,2021-02-07,-0.1,14.2,,2.8,56.9,,2.0,,
264,함양군,2021-02-08,-3.1,4.8,,4.5,36.3,,0.5,,
264,함양군,2021-02-09,-3.5,8.6,,3.2,35.8,,0.0,,
264,함양군,2021-02-10,-6.9,11.2,,2.1,55.6,,1.0,,
264,함양군,2021-02-11,-3.7,12.8,,0.8,63.1,,9.3,,
264,함양군,2021-02-12,-2.8,17.6,,0.9,58.9,,4.8,,
264,함양군,2021-02-13,-4.5,20.7,,0.6,56.5,,0.4,,
264,함양군,2021-02-14,0.9,18.0,1.0,0.8,67.9,,7.5,,
264,함양군,2021-02-15,-2.1,9.4,0.2,5.4,64.6,,4.0,,
264,함양군,2021-02-16,-6.4,5.1,0.9,3.9,46.8,,4.9,,
264,함양군,2021-02-17,-6.8,-2.7,,4.5,48.5,,7.5,,
264,함양군,2021-02-18,-7.4,0.4,,4.7,47.9,,3.0,,
264,함양군,2021-02-19,-3.4,10.1,,3.9,47.0,,0.0,,
264,함양군,2021-02-20,4.7,17.6,,3.3,55.4,,0.0,,
264,함양군,2021-02-21,3.8,23.0,,2.7,47.3,,0.0,,
264,함양군,2021-02-22,1.7,20.7,,3.4,48.5,,0.1,,
264,함양군,2021-02-23,-2.7,12.3,,2.7,30.3,,3.5,,
264,함양군,2021-02-24,-3.6,12.1,,0.9,41.4,,7.4,,
264,함양군,2021-02-25,-2.9,5.5,9.0,0.6,77.3,,8.6,,
264,함양군,2021-02-26,3.7,13.0,0.0,2.0,61.6,,9.0,,
264,함양군,2021-02-27,1.3,11.1,,2.5,54.4,,7.8,,
264,함양군,2021-02-28,0.8,12.3,0.5,0.8,69.1,,9.5,,
264,함양군,2021-03-01,6.9,14.7,14.4,1.4,84.1,,9.8,,
264,함양군,2021-03-02,-2.5,9.0,,3.2,59.4,,5.3,,
264,함양군,2021-03-03,-5.0,11.1,,0.9,63.5,,4.6,,
264,함양군,2021-03-04,-0.2,10.2,6.6,0.5,81.0,,9.5,,
264,함양군,2021-03-05,4.1,20.1,,0.9,70.0,,6.5,,
264,함양군,2021-03-06,0.7,14.1,,1.8,69.3,,7.5,,
264,함양군,2021-03-07,3.6,11.8,,1.1,65.6,,8.3,,
264,함양군,2021-03-08,-1.4,16.0,,1.0,66.6,,1.5,,
264,함양군,2021-03-09,3.0,16.7,,1.8,53.1,,7.1,,
264,함양군,2021-03-10,-0.6,18.0,,1.4,55.0,,0.0,,
264,함양군,2021-03-11,-0.2,17.9,,0.9,60.0,,8.1,,
264,함양군,2021-03-12,4.7,9.3,18.5,1.2,88.3,,7.5,,
264,함양군,2021-03-13,1.4,16.5,,1.4,70.4,,2.4,,
264,함양군,2021-03-14,0.7,15.4,,1.6,67.9,,4.0,,
264,함양군,2021-03-15,-0.3,18.4,,1.1,67.3,,6.6,,
264,함양군,2021-03-16,4.2,20.0,2.1,3.0,56.1,,4.5,,
264,함양군,2021-03-17,-1.6,20.0,,1.0,52.8,,2.5,,
264,함양군,2021-03-18,0.5,19.8,,1.2,60.8,,2.6,,
264,함양군,2021-03-19,7.4,18.8,,1.7,53.9,,7.3,,
264,함양군,2021-03-20,7.2,12.2,4.3,1.4,78.4,,9.0,,
264,함양군,2021-03-21,3.7,10.2,,5.0,57.1,,7.6,,
264,함양군,2021-03-22,2.1,11.4,,4.3,37.8,,2.0,,
264,함양군,2021-03-23,0.7,17.1,,3.3,41.8,,0.0,,
264,함양군,2021-03-24,0.3,16.1,,1.3,48.8,,6.1,,
264,함양군,2021-03-25,0.0,22.6,,1.9,51.4,,1.0,,
264,함양군,2021-03-26,1.1,23.5,,1.2,48.8,,4.6,,
264,함양군,2021-03-27,2.3,14.1,21.6,0.8,82.6,,9.5,,
264,함양군,2021-03-28,9.4,16.0,0.8,3.2,77.5,,7.1,,
264,함양군,2021-03-29,8.4,18.5,,3.9,42.4,,5.8,,
264,함양군,2021-03-30,4.9,23.0,,1.4,37.0,,3.0,,
264,함양군,2021-03-31,0.4,23.7,,1.0,52.9,,4.9,,
264,함양군,2021-04-01,3.5,20.6,,2.2,52.8,,7.3,,
264,함양군,2021-04-02,10.4,22.7,0.0,2.5,49.8,,6.0,,
264,함양군,2021-04-03,13.8,17.7,18.9,1.4,83.5,,8.9,,
264,함양군,2021-04-04,8.4,15.6,4.3,1.7,86.3,,8.3,,
264,함양군,2021-04-05,3.6,17.5,,1.3,55.0,,1.3,,
264,함양군,2021-04-06,1.0,20.8,,1.7,48.0,,,,
264,함양군,2021-04-07,4.6,23.3,,2.1,34.9,,2.0,,
264,함양군,2021-04-08,5.4,20.3,,2.5,35.3,,2.9,,
264,함양군,2021-04-09,0.4,18.9,0.0,1.8,53.4,,3.4,,
264,함양군,2021-04-10,2.1,19.3,,1.3,54.6,,2.5,,
264,함양군,2021-04-11,1.7,21.4,,1.5,45.9,,3.6,,
264,함양군,2021-04-12,8.3,12.2,12.1,1.5,79.3,,9.9,,
264,함양군,2021-04-13,4.2,16.6,,4.2,63.6,,7.1,,
264,함양군,2021-04-14,3.6,16.4,,3.1,37.0,,2.5,,
264,함양군,2021-04-15,-0.9,18.8,,1.2,48.3,,3.3,,
264,함양군,2021-04-16,0.5,18.2,,1.6,63.9,,6.8,,
264,함양군,2021-04-17,6.2,16.1,0.0,3.4,47.5,,2.3,,
264,함양군,2021-04-18,5.3,17.9,,4.1,40.0,,4.0,,
264,함양군,2021-04-19,0.7,22.1,,2.8,32.3,,0.0,,
264,함양군,2021-04-20,3.6,27.1,,1.4,40.8,,2.9,,
264,함양군,2021-04-21,6.8,27.0,,1.3,44.9,,6.0,,
264,함양군,2021-04-22,12.2,26.0,,1.6,38.8,,9.9,,
264,함양군,2021-04-23,12.7,22.8,,1.9,36.8,,9.4,,
264,함양군,2021-04-24,7.0,26.9,,1.2,49.4,,6.1,,
264,함양군,2021-04-25,7.4,23.8,,1.7,52.8,,4.1,,
264,함양군,2021-04-26,5.9,21.2,,1.7,46.1,,4.6,,
264,함양군,2021-04-27,6.2,20.0,,0.9,58.3,,9.5,,
264,함양군,2021-04-28,10.2,24.4,,1.7,36.3,,8.5,,
264,함양군,2021-04-29,10.4,22.7,0.1,2.4,39.0,,5.8,,
264,함양군,2021-04-30,11.2,19.3,1.8,4.2,36.6,,6.3,,
264,함양군,2021-05-01,8.4,12.5,7.1,3.2,68.9,,6.5,,
264,함양군,2021-05-02,6.2,18.5,,3.0,52.1,,4.6,,
264,함양군,2021-05-03,3.0,24.0,,1.6,57.1,,4.4,,
264,함양군,2021-05-04,9.4,19.3,5.6,1.4,78.0,,10.0,,
264,함양군,2021-05-05,5.6,20.5,0.1,3.7,41.1,,3.0,,
264,함양군,2021-05-06,1.3,24.7,,1.1,54.8,,6.0,,
264,함양군,2021-05-07,7.6,23.1,0.6,2.4,56.8,,6.8,,
264,함양군,2021-05-08,2.9,24.9,,3.0,49.9,,0.4,,
264,함양군,2021-05-09,6.8,24.1,,2.3,36.9,,0.1,,
264,함양군,2021-05-10,9.2,18.3,0.7,1.2,66.5,,8.6,,
264,함양군,2021-05-11,11.4,19.2,0.3,1.3,72.9,,10.0,,
264,함양군,2021-05-12,8.3,26.5,,1.2,64.3,,4.9,,
264,함양군,2021-05-13,10.0,30.5,,1.2,65.6,,3.3,,
264,함양군,2021-05-14,13.8,29.1,,1.8,62.4,,7.8,,
264,함양군,2021-05-15,18.0,22.9,7.3,0.8,87.4,,9.4,,
264,함양군,2021-05-16,20.0,24.3,42.0,0.8,93.8,,9.8,,
264,함양군,2021-05-17,14.3,22.4,1.0,2.5,82.0,,8.6,,
264,함양군,2021-05-18,12.6,25.0,,0.9,78.4,,8.0,,
264,함양군,2021-05-19,13.1,29.1,,0.8,66.0,,6.1,,
264,함양군,2021-05-20,14.6,16.3,20.1,1.0,88.9,,9.6,,
264,함양군,2021-05-21,14.4,18.5,0.4,3.3,72.6,,8.4,,
264,함양군,2021-05-22,11.4,27.2,,2.2,62.9,,0.8,,
264,함양군,2021-05-23,11.3,29.9,,0.8,65.9,,6.6,,
264,함양군,2021-05-24,13.6,25.7,0.4,2.3,65.5,,7.1,,
264,함양군,2021-05-25,9.5,22.2,0.3,2.8,57.0,,4.8,,
264,함양군,2021-05-26,9.4,24.5,,1.0,57.3,,9.8,,
264,함양군,2021-05-27,10.9,22.3,,2.5,70.8,,5.3,,
264,함양군,2021-05-28,6.9,27.5,17.0,2.7,67.0,,3.1,,
264,함양군,2021-05-29,12.9,25.3,,2.9,59.3,,3.0,,
264,함양군,2021-05-30,9.6,28.1,,1.2,66.5,,2.6,,
264,함양군,2021-05-31,,,5.4,,,,,,
264,함양군,2021-06-01,12.6,29.6,,1.0,66.8,,5.4,,
264,함양군,2021-06-02,14.9,28.5,,1.2,68.3,,6.9,,
264,함양군,2021-06-03,13.8,19.7,11.7,0.8,93.0,,9.5,,
264,함양군,2021-06-04,13.2,25.4,0.9,2.2,57.6,,6.6,,
264,함양군,2021-06-05,9.9,28.8,,2.2,71.5,,2.9,,
264,함양군,2021-06-06,14.7,29.5,0.0,1.3,66.9,,3.8,,
264,함양군,2021-06-07,13.7,30.8,,1.2,62.9,,4.1,,
264,함양군,2021-06-08,15.1,33.0,,1.1,65.0,,4.6,,
264,함양군,2021-06-09,17.1,31.4,,1.3,64.3,,4.5,,
