ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s),Æò±Õ »ó´ë½Àµµ(%),ÀÏ ÃÖ½É½ÅÀû¼³(cm),Æò±Õ Àü¿î·®(1/10),¾È°³ °è¼Ó½Ã°£(hr),ÀÏ ¹Ì¼¼¸ÕÁö ³óµµ(§¶/§©)
104,ºÏ°­¸ª,2011-01-28,-8.4,-0.9,,2.1,33.3,,6.0,,
104,ºÏ°­¸ª,2011-01-29,-9.3,-3.4,,4.3,26.0,,0.1,,
104,ºÏ°­¸ª,2011-01-30,-12.7,-3.3,,2.4,31.0,,0.0,,
104,ºÏ°­¸ª,2011-01-31,-11.7,6.0,,2.9,31.1,,0.0,,
104,ºÏ°­¸ª,2011-02-01,-3.0,6.4,,2.5,47.5,,0.0,,
104,ºÏ°­¸ª,2011-02-02,-0.1,9.1,,2.1,36.8,,2.5,,
104,ºÏ°­¸ª,2011-02-03,0.9,10.1,,2.6,32.9,,0.3,,
104,ºÏ°­¸ª,2011-02-04,-0.4,9.0,,2.2,46.0,,5.6,,
104,ºÏ°­¸ª,2011-02-05,-1.9,5.0,,1.7,65.6,,4.1,,
104,ºÏ°­¸ª,2011-02-06,0.1,9.1,,2.4,41.9,,2.3,,
104,ºÏ°­¸ª,2011-02-07,-2.6,5.5,,1.6,47.5,,4.0,,
104,ºÏ°­¸ª,2011-02-08,-0.7,3.8,,2.2,67.1,,8.0,,
104,ºÏ°­¸ª,2011-02-09,-3.0,3.8,,2.2,75.6,,7.8,,
104,ºÏ°­¸ª,2011-02-10,-4.2,1.1,1.1,2.3,77.5,0.7,9.1,,
104,ºÏ°­¸ª,2011-02-11,-2.2,0.1,90.3,2.1,99.6,77.7,10.0,,
104,ºÏ°­¸ª,2011-02-12,-9.3,-2.2,11.3,2.6,88.5,12.0,6.8,,
104,ºÏ°­¸ª,2011-02-13,-10.7,-1.2,0.2,1.6,75.6,0.2,5.3,,
104,ºÏ°­¸ª,2011-02-14,-6.1,-1.3,14.2,2.2,95.1,17.4,8.6,2.33,
104,ºÏ°­¸ª,2011-02-15,-8.6,4.9,,1.8,65.3,,0.0,,
104,ºÏ°­¸ª,2011-02-16,-1.0,6.9,,2.1,43.3,,4.6,,
104,ºÏ°­¸ª,2011-02-17,-1.0,4.1,0.0,1.8,76.1,0.0,8.6,,
104,ºÏ°­¸ª,2011-02-18,-2.8,3.8,,1.8,71.1,,4.0,,
104,ºÏ°­¸ª,2011-02-19,-2.3,9.9,,1.9,38.5,,1.0,,
104,ºÏ°­¸ª,2011-02-20,0.3,6.7,,1.7,64.3,,4.1,,
104,ºÏ°­¸ª,2011-02-21,-1.8,6.0,,1.3,74.1,,1.1,,
104,ºÏ°­¸ª,2011-02-22,-2.8,6.4,,0.9,86.6,,0.0,0.33,
104,ºÏ°­¸ª,2011-02-23,-3.3,11.5,,1.3,68.6,,1.5,3.25,
104,ºÏ°­¸ª,2011-02-24,3.4,14.1,,1.8,47.0,,0.9,,
104,ºÏ°­¸ª,2011-02-25,-2.5,6.8,,1.6,62.9,,2.5,,
104,ºÏ°­¸ª,2011-02-26,-3.8,7.5,,2.0,56.0,,4.0,,
104,ºÏ°­¸ª,2011-02-27,0.0,2.5,43.5,,97.6,23.5,10.0,7.5,
104,ºÏ°­¸ª,2011-02-28,-1.0,1.4,5.6,,93.8,2.4,10.0,,
104,ºÏ°­¸ª,2011-03-01,-1.3,1.7,1.2,1.7,88.5,0.8,9.1,,
104,ºÏ°­¸ª,2011-03-02,-4.4,2.6,,2.7,49.9,,1.4,,
104,ºÏ°­¸ª,2011-03-03,-7.6,0.7,,1.7,51.1,,0.4,,
104,ºÏ°­¸ª,2011-03-04,-4.9,3.1,,2.0,44.0,,0.0,,
104,ºÏ°­¸ª,2011-03-05,-1.2,8.4,,2.3,38.6,,2.5,,
104,ºÏ°­¸ª,2011-03-06,-1.0,10.6,,1.8,41.4,,5.6,,
104,ºÏ°­¸ª,2011-03-07,-1.8,4.8,,2.3,51.4,,3.4,,
104,ºÏ°­¸ª,2011-03-08,-2.6,7.9,,3.4,30.8,,1.0,,
104,ºÏ°­¸ª,2011-03-09,-2.1,5.1,,3.5,36.1,,1.0,,
104,ºÏ°­¸ª,2011-03-10,-3.6,7.7,,2.8,36.6,,1.0,,
104,ºÏ°­¸ª,2011-03-11,0.6,10.5,,3.7,34.1,,0.0,,
104,ºÏ°­¸ª,2011-03-12,0.6,14.2,,3.0,19.3,,3.4,,
104,ºÏ°­¸ª,2011-03-13,7.5,18.5,,3.0,36.5,,0.6,,
104,ºÏ°­¸ª,2011-03-14,3.9,15.4,,2.1,60.5,,8.9,,
104,ºÏ°­¸ª,2011-03-15,-0.6,9.5,,3.1,49.5,,4.9,,
104,ºÏ°­¸ª,2011-03-16,-2.9,4.4,,3.5,29.4,,0.0,,
104,ºÏ°­¸ª,2011-03-17,-2.7,4.3,,2.2,42.6,,0.0,,
104,ºÏ°­¸ª,2011-03-18,-0.8,16.3,,3.1,18.6,,2.8,,
104,ºÏ°­¸ª,2011-03-19,7.5,15.6,,2.8,38.4,,4.8,,
104,ºÏ°­¸ª,2011-03-20,2.2,11.5,12.0,1.7,71.9,,8.9,,
104,ºÏ°­¸ª,2011-03-21,2.8,10.0,,1.7,75.0,,8.8,,
104,ºÏ°­¸ª,2011-03-22,-1.4,5.9,12.4,2.5,75.0,10.9,4.8,2.58,
104,ºÏ°­¸ª,2011-03-23,-3.0,6.5,,2.4,36.3,,0.4,,
104,ºÏ°­¸ª,2011-03-24,-1.0,7.5,0.1,2.1,45.4,,5.3,,
104,ºÏ°­¸ª,2011-03-25,-0.5,4.5,0.8,3.3,65.3,0.3,7.5,,
104,ºÏ°­¸ª,2011-03-26,-1.9,6.6,,2.0,44.8,,0.6,,
104,ºÏ°­¸ª,2011-03-27,-0.4,10.9,,2.5,39.0,,5.3,,
104,ºÏ°­¸ª,2011-03-28,0.2,7.4,3.5,1.7,78.1,,8.9,,
104,ºÏ°­¸ª,2011-03-29,-0.9,11.7,,2.1,55.5,,1.4,,
104,ºÏ°­¸ª,2011-03-30,3.6,16.8,,3.3,26.6,,0.0,,
104,ºÏ°­¸ª,2011-03-31,5.5,16.1,,2.1,30.1,,0.0,,
104,ºÏ°­¸ª,2011-04-01,8.1,22.1,,2.7,17.9,,2.5,,
104,ºÏ°­¸ª,2011-04-02,1.4,9.1,0.0,2.7,61.1,,8.0,,
104,ºÏ°­¸ª,2011-04-03,1.0,9.9,0.0,2.0,68.4,,3.4,,
104,ºÏ°­¸ª,2011-04-04,0.1,12.2,,1.8,58.3,,0.0,,
104,ºÏ°­¸ª,2011-04-05,2.6,18.4,,1.7,38.0,,0.0,,
104,ºÏ°­¸ª,2011-04-06,6.1,20.9,,3.0,19.3,,5.4,,
104,ºÏ°­¸ª,2011-04-07,9.6,15.6,1.5,2.5,67.3,,9.5,,
104,ºÏ°­¸ª,2011-04-08,6.5,13.2,0.0,2.7,59.1,,4.6,,
104,ºÏ°­¸ª,2011-04-09,6.1,19.9,,3.7,22.5,,1.5,,
104,ºÏ°­¸ª,2011-04-10,8.5,20.4,1.0,4.2,41.9,,6.1,,
104,ºÏ°­¸ª,2011-04-11,4.4,12.1,,2.3,48.0,,1.6,,
104,ºÏ°­¸ª,2011-04-12,7.6,22.1,,3.6,11.4,,0.0,,
104,ºÏ°­¸ª,2011-04-13,11.0,24.6,,3.5,12.3,,0.3,,
104,ºÏ°­¸ª,2011-04-14,13.0,24.0,,2.5,19.1,,3.1,,
104,ºÏ°­¸ª,2011-04-15,8.9,25.5,,4.2,43.4,,3.4,,
104,ºÏ°­¸ª,2011-04-16,3.6,10.6,2.5,2.9,66.4,,3.9,,
104,ºÏ°­¸ª,2011-04-17,2.5,14.0,,2.4,61.6,,3.4,,
104,ºÏ°­¸ª,2011-04-18,4.0,8.1,25.5,2.5,81.8,,10.0,,
104,ºÏ°­¸ª,2011-04-19,2.3,8.9,17.0,3.5,83.0,,7.4,,
104,ºÏ°­¸ª,2011-04-20,1.2,19.7,,2.3,50.1,,2.4,,
104,ºÏ°­¸ª,2011-04-21,7.9,20.4,,2.6,46.9,,7.3,,
104,ºÏ°­¸ª,2011-04-22,4.9,7.9,19.0,2.4,89.8,,10.0,,
104,ºÏ°­¸ª,2011-04-23,3.3,16.6,,3.2,47.3,,4.4,,
104,ºÏ°­¸ª,2011-04-24,5.3,16.4,0.5,4.7,41.0,,3.1,,
104,ºÏ°­¸ª,2011-04-25,7.0,20.5,,4.1,36.3,,5.1,,
104,ºÏ°­¸ª,2011-04-26,8.8,14.1,4.5,1.8,80.1,,10.0,,
104,ºÏ°­¸ª,2011-04-27,6.3,10.3,21.5,2.3,90.1,,10.0,,
104,ºÏ°­¸ª,2011-04-28,4.3,12.6,5.0,2.4,75.3,,6.3,,
104,ºÏ°­¸ª,2011-04-29,5.9,19.4,,2.6,41.0,,6.1,,
104,ºÏ°­¸ª,2011-04-30,8.4,15.9,35.0,2.3,89.3,,10.0,,
104,ºÏ°­¸ª,2011-05-01,12.3,20.3,2.0,3.8,51.9,,3.3,,
104,ºÏ°­¸ª,2011-05-02,11.5,21.0,,2.3,41.3,,4.4,,
104,ºÏ°­¸ª,2011-05-03,11.0,21.2,,2.8,29.8,,4.0,,
104,ºÏ°­¸ª,2011-05-04,6.8,14.6,,1.6,81.1,,6.4,,
104,ºÏ°­¸ª,2011-05-05,10.5,14.4,,3.5,79.9,,8.5,,
104,ºÏ°­¸ª,2011-05-06,9.0,15.4,,1.3,86.5,,9.5,,
104,ºÏ°­¸ª,2011-05-07,9.3,24.6,0.5,2.7,55.0,,4.0,,
104,ºÏ°­¸ª,2011-05-08,11.4,20.4,,1.9,45.9,,2.8,,
104,ºÏ°­¸ª,2011-05-09,12.0,28.2,5.0,1.8,75.4,,9.8,,
104,ºÏ°­¸ª,2011-05-10,11.9,22.9,12.5,2.0,90.6,,10.0,2.92,
104,ºÏ°­¸ª,2011-05-11,11.0,13.4,34.0,1.5,94.3,,10.0,0.5,
104,ºÏ°­¸ª,2011-05-12,9.5,13.0,4.5,1.3,84.0,,8.4,0.5,
104,ºÏ°­¸ª,2011-05-13,10.9,23.4,,5.4,32.4,,0.1,,
104,ºÏ°­¸ª,2011-05-14,15.9,25.6,,5.7,20.3,,0.0,,
104,ºÏ°­¸ª,2011-05-15,9.0,26.4,,3.9,49.5,,7.0,,
104,ºÏ°­¸ª,2011-05-16,6.3,16.6,,1.6,79.6,,3.6,,
104,ºÏ°­¸ª,2011-05-17,10.1,19.6,,1.8,43.6,,0.4,,
104,ºÏ°­¸ª,2011-05-18,15.2,28.9,,2.8,31.1,,4.4,,
104,ºÏ°­¸ª,2011-05-19,16.7,26.0,,2.6,38.8,,8.6,,
104,ºÏ°­¸ª,2011-05-20,12.4,24.9,0.0,2.3,68.4,,9.8,,
104,ºÏ°­¸ª,2011-05-21,11.0,18.4,13.5,1.2,91.8,,10.0,0.5,
104,ºÏ°­¸ª,2011-05-22,10.4,21.7,,1.3,60.9,,7.6,,
104,ºÏ°­¸ª,2011-05-23,11.9,22.0,,1.3,64.0,,5.3,,
104,ºÏ°­¸ª,2011-05-24,11.3,22.8,,1.5,65.4,,4.1,,
104,ºÏ°­¸ª,2011-05-25,9.5,12.3,0.0,1.7,88.8,,9.5,,
104,ºÏ°­¸ª,2011-05-26,9.4,17.0,,1.1,85.4,,9.4,,
104,ºÏ°­¸ª,2011-05-27,11.0,14.7,2.5,1.2,92.0,,10.0,1.17,
104,ºÏ°­¸ª,2011-05-28,11.0,18.4,,1.4,88.0,,8.3,5.67,
104,ºÏ°­¸ª,2011-05-29,11.5,15.9,,1.7,89.3,,9.8,,
104,ºÏ°­¸ª,2011-05-30,11.7,14.6,0.0,1.3,88.9,,9.9,,
104,ºÏ°­¸ª,2011-05-31,10.9,15.5,6.0,1.3,90.5,,10.0,,
104,ºÏ°­¸ª,2011-06-01,11.5,14.3,11.5,1.6,89.6,,9.6,,
104,ºÏ°­¸ª,2011-06-02,11.8,17.6,,1.5,84.5,,6.1,,
104,ºÏ°­¸ª,2011-06-03,10.7,24.4,,1.8,69.0,,3.3,5.25,
104,ºÏ°­¸ª,2011-06-04,16.6,28.8,,2.5,44.9,,4.5,,
104,ºÏ°­¸ª,2011-06-05,16.1,27.1,,2.2,43.1,,2.8,,
104,ºÏ°­¸ª,2011-06-06,19.6,30.1,,2.7,42.4,,4.0,,
104,ºÏ°­¸ª,2011-06-07,17.5,28.4,0.0,2.1,44.6,,6.3,,
104,ºÏ°­¸ª,2011-06-08,15.2,29.1,0.0,1.9,54.3,,3.6,,
104,ºÏ°­¸ª,2011-06-09,15.6,28.9,0.0,2.1,52.9,,4.0,,
104,ºÏ°­¸ª,2011-06-10,18.6,27.8,,1.5,49.9,,8.3,,
104,ºÏ°­¸ª,2011-06-11,17.6,27.4,,1.7,45.1,,2.8,,
104,ºÏ°­¸ª,2011-06-12,16.8,24.4,9.0,1.8,69.8,,7.0,,
104,ºÏ°­¸ª,2011-06-13,13.9,20.3,,1.5,84.3,,5.8,0.67,
104,ºÏ°­¸ª,2011-06-14,13.8,27.4,,1.6,67.1,,2.8,,
104,ºÏ°­¸ª,2011-06-15,16.4,22.8,,1.8,81.0,,5.6,,
104,ºÏ°­¸ª,2011-06-16,15.8,20.8,,1.2,86.9,,6.4,6.0,
104,ºÏ°­¸ª,2011-06-17,16.1,23.2,,1.4,80.1,,7.5,,
104,ºÏ°­¸ª,2011-06-18,17.2,24.2,,1.3,72.5,,4.4,,
104,ºÏ°­¸ª,2011-06-19,15.6,27.1,,1.7,59.3,,0.0,,
104,ºÏ°­¸ª,2011-06-20,15.7,27.1,,1.3,65.5,,0.6,,
104,ºÏ°­¸ª,2011-06-21,19.4,34.1,,2.5,41.9,,0.1,,
104,ºÏ°­¸ª,2011-06-22,24.2,31.8,,3.2,50.8,,5.5,,
104,ºÏ°­¸ª,2011-06-23,17.8,28.0,22.0,2.1,80.3,,9.5,0.5,
104,ºÏ°­¸ª,2011-06-24,15.8,17.9,90.5,1.9,93.9,,10.0,,
104,ºÏ°­¸ª,2011-06-25,15.4,17.6,45.5,1.3,93.5,,10.0,,
104,ºÏ°­¸ª,2011-06-26,15.9,17.0,94.0,2.3,93.0,,10.0,,
104,ºÏ°­¸ª,2011-06-27,15.8,25.5,0.3,2.1,74.6,,9.1,,
104,ºÏ°­¸ª,2011-06-28,20.3,31.2,0.0,2.3,61.5,,6.8,,
104,ºÏ°­¸ª,2011-06-29,19.9,25.2,15.5,1.5,85.9,,9.8,,
104,ºÏ°­¸ª,2011-06-30,20.0,28.5,1.5,1.4,81.6,,8.6,,
104,ºÏ°­¸ª,2011-07-01,21.5,30.5,,1.5,67.6,,4.4,,
104,ºÏ°­¸ª,2011-07-02,21.9,30.7,,1.3,72.0,,5.5,,
104,ºÏ°­¸ª,2011-07-03,21.0,27.4,59.0,1.3,89.3,,9.4,3.67,
104,ºÏ°­¸ª,2011-07-04,20.1,26.3,,1.6,81.1,,4.1,1.75,
104,ºÏ°­¸ª,2011-07-05,21.8,30.8,,1.9,53.8,,2.1,,
104,ºÏ°­¸ª,2011-07-06,21.3,30.4,,1.8,59.5,,6.0,,
104,ºÏ°­¸ª,2011-07-07,18.4,22.5,28.5,1.0,87.6,,9.8,1.5,
104,ºÏ°­¸ª,2011-07-08,19.1,22.9,20.0,1.0,89.4,,10.0,0.67,
104,ºÏ°­¸ª,2011-07-09,20.2,24.6,34.0,1.1,91.5,,9.0,,
104,ºÏ°­¸ª,2011-07-10,20.6,27.6,6.0,1.6,85.3,,9.1,,
104,ºÏ°­¸ª,2011-07-11,19.7,23.0,15.5,1.2,85.9,,10.0,0.5,
104,ºÏ°­¸ª,2011-07-12,19.5,23.5,16.5,1.2,92.4,,10.0,3.5,
104,ºÏ°­¸ª,2011-07-13,20.4,27.5,0.5,1.2,88.4,,10.0,3.92,
104,ºÏ°­¸ª,2011-07-14,21.1,29.4,25.0,1.1,85.3,,10.0,,
104,ºÏ°­¸ª,2011-07-15,20.8,31.2,1.5,1.6,79.8,,8.6,3.67,
104,ºÏ°­¸ª,2011-07-16,20.7,27.3,0.5,1.1,86.1,,8.3,,
104,ºÏ°­¸ª,2011-07-17,21.1,27.2,7.5,1.5,88.0,,10.0,,
104,ºÏ°­¸ª,2011-07-18,20.1,23.4,0.5,2.0,89.6,,10.0,0.67,
104,ºÏ°­¸ª,2011-07-19,20.0,21.6,16.0,3.1,93.5,,10.0,,
104,ºÏ°­¸ª,2011-07-20,19.3,22.2,1.0,3.7,85.3,,9.3,,
104,ºÏ°­¸ª,2011-07-21,17.3,22.4,,2.8,80.0,,7.5,,
104,ºÏ°­¸ª,2011-07-22,17.1,22.7,,1.7,74.9,,6.1,,
104,ºÏ°­¸ª,2011-07-23,17.8,23.5,2.0,1.2,87.0,,8.9,,
104,ºÏ°­¸ª,2011-07-24,19.3,21.5,1.0,0.9,90.9,,9.9,,
104,ºÏ°­¸ª,2011-07-25,19.4,23.4,1.5,1.0,89.9,,9.8,,
104,ºÏ°­¸ª,2011-07-26,19.5,25.3,11.5,1.1,88.3,,9.8,2.0,
104,ºÏ°­¸ª,2011-07-27,21.0,23.5,43.5,1.6,91.4,,10.0,,
104,ºÏ°­¸ª,2011-07-28,22.7,30.8,0.2,2.5,69.8,,9.1,,
104,ºÏ°­¸ª,2011-07-29,22.6,30.8,2.0,1.4,78.9,,7.5,0.67,
104,ºÏ°­¸ª,2011-07-30,21.5,23.5,6.0,0.9,93.5,,10.0,11.17,
104,ºÏ°­¸ª,2011-07-31,20.9,24.4,6.0,1.2,90.4,,10.0,,
104,ºÏ°­¸ª,2011-08-01,22.0,24.5,2.5,2.1,91.9,,10.0,,
104,ºÏ°­¸ª,2011-08-02,21.6,23.1,19.5,1.7,93.4,,10.0,0.67,
104,ºÏ°­¸ª,2011-08-03,21.6,24.7,9.0,1.0,93.1,,10.0,13.92,
104,ºÏ°­¸ª,2011-08-04,22.7,30.7,22.0,1.5,80.6,,8.3,,
104,ºÏ°­¸ª,2011-08-05,21.8,29.6,,1.1,81.8,,1.5,,
104,ºÏ°­¸ª,2011-08-06,21.7,27.4,0.4,1.1,85.5,,7.4,,
104,ºÏ°­¸ª,2011-08-07,22.5,28.5,,1.5,86.8,,8.6,,
104,ºÏ°­¸ª,2011-08-08,24.5,34.6,2.0,3.4,65.3,,8.5,,
104,ºÏ°­¸ª,2011-08-09,24.1,29.7,0.5,2.9,63.1,,9.0,,
104,ºÏ°­¸ª,2011-08-10,23.9,33.6,,2.9,54.5,,4.9,,
104,ºÏ°­¸ª,2011-08-11,26.2,34.8,,2.2,53.5,,2.8,,
104,ºÏ°­¸ª,2011-08-12,23.6,29.2,2.5,1.4,76.0,,9.1,,
104,ºÏ°­¸ª,2011-08-13,23.6,34.4,,2.0,67.8,,7.8,,
104,ºÏ°­¸ª,2011-08-14,25.0,33.9,3.5,2.0,62.3,,7.5,,
104,ºÏ°­¸ª,2011-08-15,24.6,32.4,,1.7,59.5,,4.8,,
104,ºÏ°­¸ª,2011-08-16,22.9,32.9,6.0,2.1,68.8,,6.6,,
104,ºÏ°­¸ª,2011-08-17,21.2,24.9,21.5,1.9,91.4,,10.0,,
104,ºÏ°­¸ª,2011-08-18,20.4,24.4,10.5,1.6,87.0,,9.9,,
104,ºÏ°­¸ª,2011-08-19,18.8,26.5,,1.3,80.8,,8.1,,
104,ºÏ°­¸ª,2011-08-20,19.5,25.5,,1.4,80.9,,8.5,,
104,ºÏ°­¸ª,2011-08-21,18.8,26.6,,1.8,78.0,,4.9,,
104,ºÏ°­¸ª,2011-08-22,16.6,26.2,,1.5,77.1,,5.4,,
104,ºÏ°­¸ª,2011-08-23,18.1,26.0,,1.4,78.4,,4.9,,
104,ºÏ°­¸ª,2011-08-24,19.3,23.3,6.0,1.6,85.4,,9.3,,
104,ºÏ°­¸ª,2011-08-25,20.2,25.8,0.5,1.3,78.3,,8.4,,
104,ºÏ°­¸ª,2011-08-26,19.7,24.4,,1.2,83.9,,9.5,,
104,ºÏ°­¸ª,2011-08-27,20.1,26.1,,1.1,83.4,,7.6,,
104,ºÏ°­¸ª,2011-08-28,19.0,27.4,,1.7,81.0,,5.1,,
104,ºÏ°­¸ª,2011-08-29,21.8,27.9,,1.1,82.1,,6.4,,
104,ºÏ°­¸ª,2011-08-30,22.2,28.0,0.4,0.8,85.3,,9.1,,
104,ºÏ°­¸ª,2011-08-31,20.8,30.1,,1.1,75.9,,3.6,,
104,ºÏ°­¸ª,2011-09-01,20.8,29.3,,1.2,73.0,,1.1,,
104,ºÏ°­¸ª,2011-09-02,20.8,25.0,4.0,2.6,83.4,,8.4,,
104,ºÏ°­¸ª,2011-09-03,20.0,25.2,2.0,3.6,77.6,,8.8,,
104,ºÏ°­¸ª,2011-09-04,18.0,22.5,64.5,3.4,89.3,,10.0,,
104,ºÏ°­¸ª,2011-09-05,17.6,25.6,36.5,2.0,76.1,,6.6,,
104,ºÏ°­¸ª,2011-09-06,14.8,25.0,,1.6,68.1,,0.3,,
104,ºÏ°­¸ª,2011-09-07,17.8,26.8,,1.8,57.1,,3.9,,
104,ºÏ°­¸ª,2011-09-08,18.8,25.8,0.0,2.0,52.6,,8.4,,
104,ºÏ°­¸ª,2011-09-09,18.2,22.6,0.2,2.0,65.8,,9.8,,
104,ºÏ°­¸ª,2011-09-10,17.6,21.9,16.5,1.0,82.6,,10.0,,
104,ºÏ°­¸ª,2011-09-11,17.3,20.3,54.0,1.1,93.0,,10.0,,
104,ºÏ°­¸ª,2011-09-12,18.8,21.6,5.0,1.4,88.0,,10.0,,
104,ºÏ°­¸ª,2011-09-13,19.2,24.5,,1.2,87.0,,8.3,,
104,ºÏ°­¸ª,2011-09-14,20.3,28.4,,1.4,78.9,,5.3,,
104,ºÏ°­¸ª,2011-09-15,19.6,28.5,,1.3,78.4,,3.6,,
104,ºÏ°­¸ª,2011-09-16,20.9,29.4,,2.1,71.6,,4.1,,
104,ºÏ°­¸ª,2011-09-17,18.1,22.2,28.5,1.9,89.8,,9.4,,
104,ºÏ°­¸ª,2011-09-18,14.5,18.5,42.0,2.6,87.0,,10.0,,
104,ºÏ°­¸ª,2011-09-19,13.3,17.1,5.0,1.2,76.5,,10.0,,
104,ºÏ°­¸ª,2011-09-20,12.2,19.4,0.1,2.1,65.0,,7.8,,
104,ºÏ°­¸ª,2011-09-21,13.3,21.1,,3.0,54.0,,4.9,,
104,ºÏ°­¸ª,2011-09-22,11.2,22.5,,2.0,53.4,,0.6,,
104,ºÏ°­¸ª,2011-09-23,12.9,21.2,,1.8,63.4,,1.8,,
104,ºÏ°­¸ª,2011-09-24,11.7,23.6,,1.5,64.4,,0.6,,
104,ºÏ°­¸ª,2011-09-25,15.4,25.0,,2.0,54.0,,0.5,,
104,ºÏ°­¸ª,2011-09-26,13.4,25.3,,1.5,55.0,,0.0,,
104,ºÏ°­¸ª,2011-09-27,11.1,22.9,,1.5,66.9,,0.6,,
104,ºÏ°­¸ª,2011-09-28,12.2,21.8,,1.6,72.9,,5.8,,
104,ºÏ°­¸ª,2011-09-29,14.2,18.1,24.0,1.2,84.5,,8.6,,
104,ºÏ°­¸ª,2011-09-30,13.0,22.6,1.4,2.4,64.9,,3.5,,
104,ºÏ°­¸ª,2011-10-01,10.4,18.8,0.1,1.6,70.8,,4.4,,
104,ºÏ°­¸ª,2011-10-02,8.4,16.9,,2.3,46.8,,2.3,,
104,ºÏ°­¸ª,2011-10-03,7.0,18.2,,1.7,57.4,,0.3,,
104,ºÏ°­¸ª,2011-10-04,9.0,20.9,,2.3,48.4,,1.9,,
104,ºÏ°­¸ª,2011-10-05,12.3,20.8,,1.6,50.3,,5.4,,
104,ºÏ°­¸ª,2011-10-06,11.6,22.7,,3.0,45.5,,1.1,,
104,ºÏ°­¸ª,2011-10-07,10.3,19.3,,1.8,58.5,,0.0,,
104,ºÏ°­¸ª,2011-10-08,11.4,20.2,,1.5,64.8,,0.5,,
104,ºÏ°­¸ª,2011-10-09,12.3,24.5,,2.3,50.4,,4.5,,
104,ºÏ°­¸ª,2011-10-10,14.8,25.2,,1.7,49.4,,3.4,,
104,ºÏ°­¸ª,2011-10-11,12.7,21.1,,1.6,69.9,,2.8,,
104,ºÏ°­¸ª,2011-10-12,12.3,20.8,,1.6,53.3,,6.6,,
104,ºÏ°­¸ª,2011-10-13,12.7,21.5,,1.8,56.5,,2.0,,
104,ºÏ°­¸ª,2011-10-14,12.6,15.6,4.0,1.3,83.6,,9.4,,
104,ºÏ°­¸ª,2011-10-15,10.5,21.3,4.5,2.3,64.6,,5.3,,
104,ºÏ°­¸ª,2011-10-16,10.5,20.3,,3.2,46.1,,2.4,,
104,ºÏ°­¸ª,2011-10-17,6.7,20.0,,2.5,44.0,,0.0,,
104,ºÏ°­¸ª,2011-10-18,3.8,14.2,,1.5,51.6,,0.0,,
104,ºÏ°­¸ª,2011-10-19,4.5,17.2,,1.4,65.8,,2.1,,
104,ºÏ°­¸ª,2011-10-20,8.4,19.3,,1.3,72.5,,5.5,,
104,ºÏ°­¸ª,2011-10-21,11.0,17.7,4.5,1.3,79.5,,9.5,,
104,ºÏ°­¸ª,2011-10-22,13.0,14.8,37.5,1.9,90.5,,9.1,,
104,ºÏ°­¸ª,2011-10-23,10.2,18.7,,1.6,78.1,,6.4,,
104,ºÏ°­¸ª,2011-10-24,11.6,18.6,,2.4,53.9,,8.5,,
104,ºÏ°­¸ª,2011-10-25,4.1,11.8,,2.4,48.6,,1.8,,
104,ºÏ°­¸ª,2011-10-26,4.6,15.1,,2.1,52.1,,1.8,,
104,ºÏ°­¸ª,2011-10-27,6.6,18.1,,1.4,59.0,,3.4,,
104,ºÏ°­¸ª,2011-10-28,10.4,17.9,,1.2,68.6,,6.5,,
104,ºÏ°­¸ª,2011-10-29,10.8,13.4,9.0,1.3,87.1,,10.0,,
104,ºÏ°­¸ª,2011-10-30,8.6,15.7,0.5,1.6,86.3,,6.1,,
104,ºÏ°­¸ª,2011-10-31,7.1,20.7,,1.3,49.8,,1.8,,
104,ºÏ°­¸ª,2011-11-01,9.1,20.0,,1.7,60.5,,1.0,,
104,ºÏ°­¸ª,2011-11-02,10.9,20.4,,1.2,77.8,,4.1,,
104,ºÏ°­¸ª,2011-11-03,12.2,16.1,,1.2,81.0,,7.1,,
104,ºÏ°­¸ª,2011-11-04,12.3,19.8,,1.4,82.4,,7.6,,
104,ºÏ°­¸ª,2011-11-05,14.8,18.4,6.0,1.5,90.3,,9.8,,
104,ºÏ°­¸ª,2011-11-06,11.9,14.8,28.0,1.9,92.0,,10.0,,
104,ºÏ°­¸ª,2011-11-07,12.0,14.7,2.0,0.9,90.1,,10.0,,
104,ºÏ°­¸ª,2011-11-08,10.7,13.5,16.0,1.0,86.8,,10.0,,
104,ºÏ°­¸ª,2011-11-09,8.2,11.8,6.0,0.9,90.0,,9.1,,
104,ºÏ°­¸ª,2011-11-10,7.1,15.4,,1.9,75.6,,4.8,,
104,ºÏ°­¸ª,2011-11-11,7.9,17.4,0.1,1.2,69.4,,7.6,,
104,ºÏ°­¸ª,2011-11-12,8.4,17.2,,2.4,50.9,,3.4,,
104,ºÏ°­¸ª,2011-11-13,9.4,17.3,,2.0,44.0,,5.0,,
104,ºÏ°­¸ª,2011-11-14,3.1,12.7,,1.7,43.4,,0.0,,
104,ºÏ°­¸ª,2011-11-15,3.0,11.9,,2.0,35.6,,0.9,,
104,ºÏ°­¸ª,2011-11-16,4.4,16.7,,2.2,45.6,,3.6,,
