ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s),Æò±Õ »ó´ë½Àµµ(%),ÀÏ ÃÖ½É½ÅÀû¼³(cm),Æò±Õ Àü¿î·®(1/10),¾È°³ °è¼Ó½Ã°£(hr),ÀÏ ¹Ì¼¼¸ÕÁö ³óµµ(§¶/§©)
104,ºÏ°­¸ª,2011-11-17,7.8,15.2,,1.1,67.1,,8.9,,
104,ºÏ°­¸ª,2011-11-18,10.4,18.5,0.1,1.0,81.4,,5.9,,
104,ºÏ°­¸ª,2011-11-19,8.6,20.6,0.0,2.1,76.6,,7.1,,
104,ºÏ°­¸ª,2011-11-20,-1.2,8.8,,4.2,21.5,,0.0,,
104,ºÏ°­¸ª,2011-11-21,-3.0,9.5,,2.4,22.5,,0.0,,
104,ºÏ°­¸ª,2011-11-22,1.4,11.1,,1.9,49.9,,6.3,,
104,ºÏ°­¸ª,2011-11-23,-1.1,11.4,,3.7,47.1,,4.1,,
104,ºÏ°­¸ª,2011-11-24,-2.7,5.2,,4.2,21.5,,0.9,,
104,ºÏ°­¸ª,2011-11-25,-0.2,10.4,,2.2,33.4,,0.0,,
104,ºÏ°­¸ª,2011-11-26,0.7,14.8,,2.7,49.1,,4.9,,
104,ºÏ°­¸ª,2011-11-27,12.7,17.7,,3.4,61.0,,8.9,,
104,ºÏ°­¸ª,2011-11-28,12.2,20.2,,1.6,76.9,,7.4,,
104,ºÏ°­¸ª,2011-11-29,7.1,13.6,31.0,2.0,92.9,,10.0,,
104,ºÏ°­¸ª,2011-11-30,3.2,7.2,47.0,2.9,86.9,,10.0,,
104,ºÏ°­¸ª,2011-12-01,1.3,3.9,6.5,2.1,91.6,,10.0,,
104,ºÏ°­¸ª,2011-12-02,2.2,5.6,4.0,1.7,89.3,,10.0,,
104,ºÏ°­¸ª,2011-12-03,1.1,5.6,29.0,3.0,87.5,,8.1,,
104,ºÏ°­¸ª,2011-12-04,0.1,9.1,,1.7,50.6,,3.1,,
104,ºÏ°­¸ª,2011-12-05,-1.3,7.2,,1.7,50.4,,3.0,,
104,ºÏ°­¸ª,2011-12-06,2.0,8.3,,1.5,64.1,,6.9,,
104,ºÏ°­¸ª,2011-12-07,2.2,9.0,,1.5,48.3,,9.3,,
104,ºÏ°­¸ª,2011-12-08,-0.7,7.2,26.8,2.3,69.8,27.3,9.1,,
104,ºÏ°­¸ª,2011-12-09,-6.6,1.4,14.8,1.9,82.3,23.0,6.5,,
104,ºÏ°­¸ª,2011-12-10,-7.5,2.6,,2.3,49.9,,0.1,,
104,ºÏ°­¸ª,2011-12-11,-1.7,6.2,,2.4,56.1,,0.3,,
104,ºÏ°­¸ª,2011-12-12,-1.4,8.8,,1.7,45.8,,2.9,,
104,ºÏ°­¸ª,2011-12-13,-2.3,7.4,,1.4,54.3,,2.1,,
104,ºÏ°­¸ª,2011-12-14,0.6,10.9,,3.0,36.0,,2.6,,
104,ºÏ°­¸ª,2011-12-15,-6.5,6.1,,2.9,32.1,,1.3,,
104,ºÏ°­¸ª,2011-12-16,-7.9,-0.5,,2.8,26.4,,0.0,,
104,ºÏ°­¸ª,2011-12-17,-8.1,2.5,,2.7,28.4,,0.0,,
104,ºÏ°­¸ª,2011-12-18,-4.3,4.5,,2.5,28.9,,0.5,,
104,ºÏ°­¸ª,2011-12-19,-4.8,6.2,,2.0,27.6,,1.0,,
104,ºÏ°­¸ª,2011-12-20,-4.1,5.0,,2.0,31.3,,0.9,,
104,ºÏ°­¸ª,2011-12-21,-2.6,6.7,,2.0,50.5,,3.9,,
104,ºÏ°­¸ª,2011-12-22,-8.2,3.0,,3.5,26.9,,0.3,,
104,ºÏ°­¸ª,2011-12-23,-8.9,1.1,,2.4,27.5,,0.4,,
104,ºÏ°­¸ª,2011-12-24,-6.0,0.1,,3.3,34.4,,1.5,,
104,ºÏ°­¸ª,2011-12-25,-9.0,-1.1,,4.1,22.8,,0.0,,
104,ºÏ°­¸ª,2011-12-26,-10.6,1.0,,1.7,26.4,,0.0,,
104,ºÏ°­¸ª,2011-12-27,-6.9,2.7,,2.1,31.5,,0.9,,
104,ºÏ°­¸ª,2011-12-28,-2.4,7.5,,2.2,52.4,,3.6,,
104,ºÏ°­¸ª,2011-12-29,-2.8,3.8,5.4,2.0,78.1,5.9,6.4,,
104,ºÏ°­¸ª,2011-12-30,-4.1,4.3,,1.3,72.8,,2.4,,
104,ºÏ°­¸ª,2011-12-31,-2.3,5.8,,2.2,36.8,,3.3,,
104,ºÏ°­¸ª,2012-01-01,-3.5,4.0,0.7,2.4,52.6,1.2,5.0,,
104,ºÏ°­¸ª,2012-01-02,-4.5,3.6,0.6,2.0,64.9,0.9,4.0,,
104,ºÏ°­¸ª,2012-01-03,-5.1,3.8,,2.7,43.5,,3.4,,
104,ºÏ°­¸ª,2012-01-04,-8.0,2.0,,2.3,40.3,,0.3,,
104,ºÏ°­¸ª,2012-01-05,-7.6,4.2,,2.5,33.5,,0.0,,
104,ºÏ°­¸ª,2012-01-06,-6.0,1.9,,2.1,45.5,,1.1,,
104,ºÏ°­¸ª,2012-01-07,-5.5,4.0,,1.8,47.5,,1.0,,
104,ºÏ°­¸ª,2012-01-08,-3.2,5.2,,2.3,28.6,,4.9,,
104,ºÏ°­¸ª,2012-01-09,-3.8,5.3,,1.7,46.5,,0.8,,
104,ºÏ°­¸ª,2012-01-10,-3.8,5.0,,2.2,34.4,,1.0,,
104,ºÏ°­¸ª,2012-01-11,-7.2,0.3,,2.8,34.0,,1.0,,
104,ºÏ°­¸ª,2012-01-12,-8.0,4.5,,2.7,28.9,,0.0,,
104,ºÏ°­¸ª,2012-01-13,-3.3,4.5,,2.3,43.6,,2.1,,
104,ºÏ°­¸ª,2012-01-14,-6.2,4.8,,2.0,31.0,,0.4,,
104,ºÏ°­¸ª,2012-01-15,-4.4,2.5,,1.6,55.1,,4.6,,
104,ºÏ°­¸ª,2012-01-16,-2.6,4.1,0.4,1.2,77.6,,7.1,,
104,ºÏ°­¸ª,2012-01-17,-0.1,5.7,0.1,1.3,80.8,,6.0,,
104,ºÏ°­¸ª,2012-01-18,-1.5,5.7,,1.7,75.0,,4.8,,
104,ºÏ°­¸ª,2012-01-19,1.9,5.8,11.5,1.9,88.0,,10.0,,
104,ºÏ°­¸ª,2012-01-20,1.1,5.6,22.5,2.4,87.5,,10.0,,
104,ºÏ°­¸ª,2012-01-21,0.9,5.4,6.5,1.5,91.4,,9.4,,
104,ºÏ°­¸ª,2012-01-22,-4.8,2.9,,2.8,55.3,,5.4,,
104,ºÏ°­¸ª,2012-01-23,-9.5,-2.2,,2.8,25.4,,0.0,,
104,ºÏ°­¸ª,2012-01-24,-10.9,-2.1,,2.9,25.9,,0.4,,
104,ºÏ°­¸ª,2012-01-25,-9.7,-1.9,,2.7,32.4,,0.5,,
104,ºÏ°­¸ª,2012-01-26,-9.1,1.9,,2.1,46.9,,2.3,,
104,ºÏ°­¸ª,2012-01-27,-5.5,5.1,,2.2,48.1,,1.1,,
104,ºÏ°­¸ª,2012-01-28,-6.0,2.4,,1.9,41.9,,3.9,,
104,ºÏ°­¸ª,2012-01-29,-5.7,2.1,,2.5,45.1,,1.6,,
104,ºÏ°­¸ª,2012-01-30,-8.3,1.2,,2.2,23.5,,0.0,,
104,ºÏ°­¸ª,2012-01-31,-8.3,3.7,3.3,2.7,49.1,3.5,4.5,,
104,ºÏ°­¸ª,2012-02-01,-13.7,-2.5,0.0,3.1,33.0,0.0,0.0,,
104,ºÏ°­¸ª,2012-02-02,-15.2,-3.1,,2.6,26.5,,0.0,,
104,ºÏ°­¸ª,2012-02-03,-11.3,-0.5,,3.0,26.8,,0.4,,
104,ºÏ°­¸ª,2012-02-04,-5.9,3.8,,2.8,31.1,,1.3,,
104,ºÏ°­¸ª,2012-02-05,-2.0,6.1,,1.8,29.4,,3.6,,
104,ºÏ°­¸ª,2012-02-06,-1.5,7.6,,1.7,46.4,,6.1,,
104,ºÏ°­¸ª,2012-02-07,-8.9,4.2,,3.7,25.3,,1.4,,
104,ºÏ°­¸ª,2012-02-08,-12.8,-1.9,,3.8,26.3,,0.0,,
104,ºÏ°­¸ª,2012-02-09,-7.3,2.6,,3.4,25.5,,2.0,,
104,ºÏ°­¸ª,2012-02-10,-5.7,3.6,,2.5,31.1,,3.0,,
104,ºÏ°­¸ª,2012-02-11,-8.8,4.7,,2.0,26.5,,0.0,,
104,ºÏ°­¸ª,2012-02-12,-5.7,4.4,,1.8,42.0,,2.1,,
104,ºÏ°­¸ª,2012-02-13,0.2,9.2,,1.6,36.5,,4.6,,
104,ºÏ°­¸ª,2012-02-14,0.4,10.1,,1.5,41.5,,4.5,,
104,ºÏ°­¸ª,2012-02-15,-1.7,5.0,0.1,2.1,57.3,,6.8,,
104,ºÏ°­¸ª,2012-02-16,-3.5,4.4,,3.6,18.8,,1.3,,
104,ºÏ°­¸ª,2012-02-17,-8.5,0.3,,3.4,25.1,,0.1,,
104,ºÏ°­¸ª,2012-02-18,-9.1,0.4,,2.5,29.0,,0.0,,
104,ºÏ°­¸ª,2012-02-19,-9.7,1.8,,2.0,33.4,,0.0,,
104,ºÏ°­¸ª,2012-02-20,-4.4,7.6,,2.2,27.0,,0.0,,
104,ºÏ°­¸ª,2012-02-21,-1.6,6.4,,1.7,50.3,,5.3,,
104,ºÏ°­¸ª,2012-02-22,-1.6,10.6,,1.9,62.1,,3.5,,
104,ºÏ°­¸ª,2012-02-23,2.4,10.7,0.1,2.4,64.0,,6.3,,
104,ºÏ°­¸ª,2012-02-24,1.6,5.7,0.1,1.7,74.8,,9.5,,
104,ºÏ°­¸ª,2012-02-25,-0.7,2.7,14.1,2.2,89.9,14.0,10.0,,
104,ºÏ°­¸ª,2012-02-26,-5.1,-0.5,11.8,1.9,87.1,13.3,9.3,,
104,ºÏ°­¸ª,2012-02-27,-6.4,1.5,,1.9,63.4,,2.1,,
104,ºÏ°­¸ª,2012-02-28,-6.4,5.2,,1.2,54.8,,6.1,,
104,ºÏ°­¸ª,2012-02-29,-1.8,8.8,,1.9,53.0,,1.9,,
104,ºÏ°­¸ª,2012-03-01,3.2,9.2,,1.7,61.0,,6.1,,
104,ºÏ°­¸ª,2012-03-02,0.6,4.2,11.5,3.2,88.6,0.5,10.0,,
104,ºÏ°­¸ª,2012-03-03,0.2,2.2,7.8,1.8,91.4,3.2,10.0,,
104,ºÏ°­¸ª,2012-03-04,0.6,2.8,1.0,0.8,93.0,,10.0,,
104,ºÏ°­¸ª,2012-03-05,1.2,4.6,19.0,1.4,93.0,,10.0,,
104,ºÏ°­¸ª,2012-03-06,0.8,9.0,4.0,2.6,72.1,,6.8,,
104,ºÏ°­¸ª,2012-03-07,1.0,10.0,,1.9,52.0,,4.0,,
104,ºÏ°­¸ª,2012-03-08,-0.5,6.5,,2.0,46.1,,5.9,,
104,ºÏ°­¸ª,2012-03-09,0.2,3.1,10.2,1.8,86.5,1.3,9.4,,
104,ºÏ°­¸ª,2012-03-10,0.5,5.2,0.5,1.3,82.1,,7.0,,
104,ºÏ°­¸ª,2012-03-11,-2.6,3.4,,5.1,28.9,,1.0,,
104,ºÏ°­¸ª,2012-03-12,-5.1,2.2,,2.5,42.1,,0.1,,
104,ºÏ°­¸ª,2012-03-13,-4.7,6.1,,2.5,36.0,,0.0,,
104,ºÏ°­¸ª,2012-03-14,0.2,10.1,,3.2,42.3,,1.6,,
104,ºÏ°­¸ª,2012-03-15,-0.2,8.2,,2.3,53.9,,1.4,,
104,ºÏ°­¸ª,2012-03-16,0.9,13.7,0.0,2.0,55.5,,9.0,,
104,ºÏ°­¸ª,2012-03-17,5.3,11.3,4.5,1.4,76.5,,8.9,,
104,ºÏ°­¸ª,2012-03-18,-1.0,6.8,17.0,2.0,91.4,6.1,9.3,,
104,ºÏ°­¸ª,2012-03-19,-3.2,7.4,0.1,1.6,63.1,0.1,3.3,,
104,ºÏ°­¸ª,2012-03-20,-1.6,6.5,,2.0,34.8,,0.3,,
104,ºÏ°­¸ª,2012-03-21,-1.3,14.1,,3.2,24.0,,2.9,,
104,ºÏ°­¸ª,2012-03-22,5.6,14.2,,2.2,41.1,,8.8,,
104,ºÏ°­¸ª,2012-03-23,0.7,8.0,40.5,1.8,87.5,,10.0,,
104,ºÏ°­¸ª,2012-03-24,0.5,7.6,4.0,3.8,55.0,,4.9,,
104,ºÏ°­¸ª,2012-03-25,2.2,8.3,,4.9,29.0,,2.1,,
104,ºÏ°­¸ª,2012-03-26,-0.3,10.6,,2.9,31.9,,0.0,,
104,ºÏ°­¸ª,2012-03-27,4.1,16.0,,4.2,24.5,,1.5,,
104,ºÏ°­¸ª,2012-03-28,4.3,13.6,,2.9,43.4,,2.5,,
104,ºÏ°­¸ª,2012-03-29,3.3,18.9,,3.2,28.9,,5.0,,
104,ºÏ°­¸ª,2012-03-30,9.4,18.1,0.0,3.3,46.9,,9.0,,
104,ºÏ°­¸ª,2012-03-31,2.6,10.3,0.0,3.6,43.3,,6.0,,
104,ºÏ°­¸ª,2012-04-01,-0.7,9.1,,2.8,34.3,,0.5,,
104,ºÏ°­¸ª,2012-04-02,2.5,11.5,3.0,1.8,58.0,,8.1,,
104,ºÏ°­¸ª,2012-04-03,0.5,6.1,48.5,4.5,73.4,5.1,8.0,,
104,ºÏ°­¸ª,2012-04-04,2.4,15.8,,4.1,47.8,,2.6,,
104,ºÏ°­¸ª,2012-04-05,2.6,12.1,,4.0,34.5,,2.4,,
104,ºÏ°­¸ª,2012-04-06,1.7,9.1,0.5,3.3,48.1,,5.0,,
104,ºÏ°­¸ª,2012-04-07,0.9,8.0,,2.3,43.1,,1.0,,
104,ºÏ°­¸ª,2012-04-08,3.2,21.7,,5.3,33.0,,1.9,,
104,ºÏ°­¸ª,2012-04-09,11.0,21.8,,3.0,38.6,,1.0,,
104,ºÏ°­¸ª,2012-04-10,11.1,22.6,0.0,2.3,44.0,,8.3,,
104,ºÏ°­¸ª,2012-04-11,5.8,13.1,4.0,1.5,87.0,,9.5,,
104,ºÏ°­¸ª,2012-04-12,4.7,18.2,,2.8,43.0,,5.9,,
104,ºÏ°­¸ª,2012-04-13,8.1,15.2,,2.4,55.3,,7.9,,
104,ºÏ°­¸ª,2012-04-14,8.4,19.8,,2.1,42.0,,0.3,,
104,ºÏ°­¸ª,2012-04-15,12.6,22.6,,2.5,33.6,,5.3,,
104,ºÏ°­¸ª,2012-04-16,5.9,18.7,,1.9,57.6,,6.5,,
104,ºÏ°­¸ª,2012-04-17,4.3,15.2,,2.5,64.9,,1.0,,
104,ºÏ°­¸ª,2012-04-18,6.4,18.1,,1.7,72.9,,3.6,,
104,ºÏ°­¸ª,2012-04-19,7.1,15.6,,2.0,78.1,,6.3,,
104,ºÏ°­¸ª,2012-04-20,9.1,13.7,,1.4,78.0,,9.1,,
104,ºÏ°­¸ª,2012-04-21,7.2,9.4,54.0,1.6,89.4,,10.0,,
104,ºÏ°­¸ª,2012-04-22,8.8,17.9,1.0,2.6,73.3,,7.8,,
104,ºÏ°­¸ª,2012-04-23,10.7,25.7,,2.9,45.8,,2.3,,
104,ºÏ°­¸ª,2012-04-24,15.1,26.1,,2.1,39.0,,2.1,,
104,ºÏ°­¸ª,2012-04-25,11.0,16.3,6.5,1.2,92.8,,9.6,7.0,
104,ºÏ°­¸ª,2012-04-26,11.0,19.9,0.2,3.6,42.3,,3.0,,
104,ºÏ°­¸ª,2012-04-27,8.9,25.5,,3.3,21.1,,0.5,,
104,ºÏ°­¸ª,2012-04-28,14.2,28.3,,3.3,30.1,,2.0,,
104,ºÏ°­¸ª,2012-04-29,12.9,23.6,,1.4,52.5,,7.0,,
104,ºÏ°­¸ª,2012-04-30,10.5,25.4,,1.9,62.6,,1.3,,
104,ºÏ°­¸ª,2012-05-01,12.6,20.7,,1.7,69.8,,7.4,,
104,ºÏ°­¸ª,2012-05-02,12.2,15.3,2.0,2.2,90.5,,10.0,0.5,
104,ºÏ°­¸ª,2012-05-03,11.5,14.0,5.5,2.7,88.5,,10.0,,
104,ºÏ°­¸ª,2012-05-04,11.4,19.6,0.0,2.1,73.4,,1.9,,
104,ºÏ°­¸ª,2012-05-05,13.3,23.7,,2.4,45.8,,4.0,,
104,ºÏ°­¸ª,2012-05-06,10.6,24.1,0.1,3.1,27.5,,1.1,,
104,ºÏ°­¸ª,2012-05-07,13.6,24.7,,2.0,29.9,,1.6,,
104,ºÏ°­¸ª,2012-05-08,12.0,23.2,,1.9,55.3,,4.5,,
104,ºÏ°­¸ª,2012-05-09,11.4,16.7,,2.5,76.6,,5.9,,
104,ºÏ°­¸ª,2012-05-10,10.1,11.8,3.0,1.9,85.6,,9.9,,
104,ºÏ°­¸ª,2012-05-11,9.9,12.5,1.5,1.0,82.4,,10.0,,
104,ºÏ°­¸ª,2012-05-12,7.7,18.9,,1.6,70.9,,3.9,,
104,ºÏ°­¸ª,2012-05-13,11.4,22.0,,1.4,65.4,,5.4,,
104,ºÏ°­¸ª,2012-05-14,12.9,17.6,15.0,1.2,82.1,,9.3,1.08,
104,ºÏ°­¸ª,2012-05-15,12.5,23.0,,1.8,66.6,,5.5,2.62,
104,ºÏ°­¸ª,2012-05-16,11.6,23.4,0.1,2.3,39.6,,3.9,,
104,ºÏ°­¸ª,2012-05-17,9.3,19.5,3.0,1.9,63.8,,5.6,,
104,ºÏ°­¸ª,2012-05-18,8.8,24.4,,2.4,43.6,,0.5,,
104,ºÏ°­¸ª,2012-05-19,15.6,26.6,,2.1,37.4,,2.9,,
104,ºÏ°­¸ª,2012-05-20,13.2,25.1,,1.5,59.3,,0.0,,
104,ºÏ°­¸ª,2012-05-21,11.3,19.5,,1.4,80.1,,1.6,1.33,
104,ºÏ°­¸ª,2012-05-22,10.9,24.6,,1.3,63.5,,2.0,,
104,ºÏ°­¸ª,2012-05-23,14.0,27.2,,1.9,50.0,,3.3,,
104,ºÏ°­¸ª,2012-05-24,16.0,23.4,0.0,1.5,56.0,,6.8,,
104,ºÏ°­¸ª,2012-05-25,14.8,25.6,,2.1,55.5,,3.4,,
104,ºÏ°­¸ª,2012-05-26,15.5,27.5,,2.6,26.4,,3.5,,
104,ºÏ°­¸ª,2012-05-27,14.9,27.7,0.5,2.2,49.5,,4.1,,
104,ºÏ°­¸ª,2012-05-28,14.3,16.5,0.0,1.7,80.4,,10.0,,
104,ºÏ°­¸ª,2012-05-29,13.8,21.3,0.0,2.0,81.0,,9.3,,
104,ºÏ°­¸ª,2012-05-30,14.4,17.6,19.5,1.3,89.0,,10.0,2.58,
104,ºÏ°­¸ª,2012-05-31,14.2,20.7,5.0,1.6,83.9,,8.9,3.25,
104,ºÏ°­¸ª,2012-06-01,12.7,21.7,,1.5,78.8,,6.0,,
104,ºÏ°­¸ª,2012-06-02,14.0,19.6,0.1,1.3,82.3,,9.9,,
104,ºÏ°­¸ª,2012-06-03,14.4,21.5,,1.3,79.6,,7.0,,
104,ºÏ°­¸ª,2012-06-04,14.2,22.6,,1.5,79.3,,5.3,,
104,ºÏ°­¸ª,2012-06-05,18.7,28.6,,2.2,51.0,,3.4,,
104,ºÏ°­¸ª,2012-06-06,18.4,26.2,,1.8,55.1,,4.4,,
104,ºÏ°­¸ª,2012-06-07,17.9,28.5,0.3,1.6,70.6,,6.9,,
104,ºÏ°­¸ª,2012-06-08,18.2,23.1,,1.3,80.0,,9.0,,
104,ºÏ°­¸ª,2012-06-09,16.6,22.0,,1.5,79.6,,9.1,,
104,ºÏ°­¸ª,2012-06-10,15.4,23.4,,1.4,78.3,,7.5,,
104,ºÏ°­¸ª,2012-06-11,16.6,27.3,0.1,1.5,76.5,,8.4,,
104,ºÏ°­¸ª,2012-06-12,16.7,20.2,2.0,1.5,87.5,,9.6,0.5,
104,ºÏ°­¸ª,2012-06-13,15.3,17.7,1.5,1.5,83.6,,10.0,,
104,ºÏ°­¸ª,2012-06-14,15.2,18.8,,1.2,80.8,,10.0,,
104,ºÏ°­¸ª,2012-06-15,15.6,18.7,2.0,1.0,86.5,,10.0,0.25,
104,ºÏ°­¸ª,2012-06-16,16.3,21.3,3.0,1.3,84.9,,8.3,,
104,ºÏ°­¸ª,2012-06-17,15.5,28.3,,1.7,59.4,,2.4,0.5,
104,ºÏ°­¸ª,2012-06-18,20.1,28.3,,1.4,61.0,,7.1,,
104,ºÏ°­¸ª,2012-06-19,18.6,24.1,1.0,2.3,83.5,,9.1,,
104,ºÏ°­¸ª,2012-06-20,17.6,24.4,3.5,1.8,79.1,,6.3,,
104,ºÏ°­¸ª,2012-06-21,17.5,24.1,,1.4,82.0,,8.9,,
104,ºÏ°­¸ª,2012-06-22,18.2,24.7,0.5,1.1,84.0,,8.6,,
104,ºÏ°­¸ª,2012-06-23,17.6,27.6,,1.2,76.3,,7.5,,
104,ºÏ°­¸ª,2012-06-24,16.8,21.9,,1.4,84.3,,9.1,0.75,
104,ºÏ°­¸ª,2012-06-25,16.0,22.9,4.0,1.2,82.5,,8.8,,
104,ºÏ°­¸ª,2012-06-26,16.5,21.1,6.0,1.6,80.1,,9.5,,
104,ºÏ°­¸ª,2012-06-27,16.3,21.9,2.5,1.6,79.3,,9.0,,
104,ºÏ°­¸ª,2012-06-28,16.2,21.3,0.1,1.5,76.9,,9.6,,
104,ºÏ°­¸ª,2012-06-29,16.9,25.5,,1.6,78.6,,8.0,,
104,ºÏ°­¸ª,2012-06-30,19.2,28.9,4.0,1.7,85.3,,10.0,,
104,ºÏ°­¸ª,2012-07-01,18.9,27.6,0.1,1.3,79.4,,5.6,4.08,
104,ºÏ°­¸ª,2012-07-02,21.0,30.7,,1.9,60.0,,5.3,,
104,ºÏ°­¸ª,2012-07-03,19.8,25.3,,1.6,78.6,,5.8,0.83,
104,ºÏ°­¸ª,2012-07-04,20.0,31.1,,1.5,64.9,,4.1,0.5,
104,ºÏ°­¸ª,2012-07-05,22.2,27.7,0.5,1.4,68.5,,9.3,,
104,ºÏ°­¸ª,2012-07-06,19.7,22.2,117.5,1.6,91.6,,10.0,0.75,
104,ºÏ°­¸ª,2012-07-07,18.7,24.0,1.0,1.5,82.1,,7.5,,
104,ºÏ°­¸ª,2012-07-08,16.2,28.6,,1.6,70.3,,0.9,,
104,ºÏ°­¸ª,2012-07-09,20.0,30.8,,1.2,72.0,,5.1,,
104,ºÏ°­¸ª,2012-07-10,19.2,24.2,0.1,1.4,85.9,,9.6,4.17,
104,ºÏ°­¸ª,2012-07-11,20.3,31.1,5.0,1.3,80.0,,7.8,1.17,
104,ºÏ°­¸ª,2012-07-12,19.6,29.3,,1.4,76.9,,8.1,4.0,
104,ºÏ°­¸ª,2012-07-13,20.1,24.3,29.0,1.4,89.1,,10.0,3.17,
104,ºÏ°­¸ª,2012-07-14,18.7,20.7,18.0,2.2,92.6,,10.0,,
104,ºÏ°­¸ª,2012-07-15,18.5,19.9,88.5,2.4,92.4,,10.0,,
104,ºÏ°­¸ª,2012-07-16,18.2,21.0,0.5,1.5,86.6,,10.0,,
104,ºÏ°­¸ª,2012-07-17,18.7,24.8,,0.9,85.9,,9.9,,
104,ºÏ°­¸ª,2012-07-18,20.3,22.7,0.2,0.7,91.6,,9.8,,
104,ºÏ°­¸ª,2012-07-19,20.9,31.4,21.5,2.9,71.1,,7.4,6.42,
104,ºÏ°­¸ª,2012-07-20,20.2,31.8,,2.2,68.0,,4.1,0.75,
104,ºÏ°­¸ª,2012-07-21,19.2,22.1,1.0,1.1,89.9,,10.0,,
104,ºÏ°­¸ª,2012-07-22,18.9,22.8,2.0,1.0,90.4,,10.0,3.0,
104,ºÏ°­¸ª,2012-07-23,19.7,32.0,,2.2,69.4,,7.8,2.5,
104,ºÏ°­¸ª,2012-07-24,25.7,34.8,,1.9,59.3,,6.0,,
104,ºÏ°­¸ª,2012-07-25,23.7,34.7,,1.5,51.8,,4.3,,
104,ºÏ°­¸ª,2012-07-26,25.1,35.1,,1.9,53.6,,3.8,,
104,ºÏ°­¸ª,2012-07-27,24.0,33.8,,1.8,54.3,,3.8,,
104,ºÏ°­¸ª,2012-07-28,23.7,33.6,,1.6,58.1,,3.6,,
104,ºÏ°­¸ª,2012-07-29,24.9,35.6,,1.9,57.1,,3.1,,
104,ºÏ°­¸ª,2012-07-30,26.1,33.3,,2.5,60.8,,5.5,,
104,ºÏ°­¸ª,2012-07-31,25.1,33.8,,1.9,63.1,,5.5,,
104,ºÏ°­¸ª,2012-08-01,23.7,27.6,,1.9,82.9,,8.1,,
104,ºÏ°­¸ª,2012-08-02,23.1,25.1,2.5,2.1,90.0,,10.0,,
104,ºÏ°­¸ª,2012-08-03,22.9,27.0,,1.5,86.0,,9.3,,
104,ºÏ°­¸ª,2012-08-04,22.4,27.8,,1.1,86.3,,8.0,,
104,ºÏ°­¸ª,2012-08-05,21.8,32.0,,1.3,79.1,,2.4,0.92,
104,ºÏ°­¸ª,2012-08-06,23.0,28.5,,1.7,83.0,,7.3,,
104,ºÏ°­¸ª,2012-08-07,21.5,28.0,,1.7,74.8,,4.4,,
104,ºÏ°­¸ª,2012-08-08,19.7,29.4,,1.7,74.6,,2.6,,
104,ºÏ°­¸ª,2012-08-09,21.7,32.2,,1.1,70.8,,3.9,,
104,ºÏ°­¸ª,2012-08-10,22.3,29.1,0.4,1.3,76.6,,8.0,,
104,ºÏ°­¸ª,2012-08-11,21.7,31.1,,1.3,74.0,,5.0,,
104,ºÏ°­¸ª,2012-08-12,21.7,32.1,31.5,1.3,76.8,,8.6,,
104,ºÏ°­¸ª,2012-08-13,19.7,26.4,15.0,1.9,86.3,,8.9,,
104,ºÏ°­¸ª,2012-08-14,18.5,27.2,0.5,1.8,75.6,,5.6,,
104,ºÏ°­¸ª,2012-08-15,22.0,30.0,18.5,2.2,80.9,,10.0,,
104,ºÏ°­¸ª,2012-08-16,21.2,24.1,17.0,1.2,91.0,,10.0,,
104,ºÏ°­¸ª,2012-08-17,20.6,27.1,0.1,1.0,88.5,,8.5,,
104,ºÏ°­¸ª,2012-08-18,23.2,34.1,0.2,1.8,70.8,,8.5,,
104,ºÏ°­¸ª,2012-08-19,26.0,34.2,0.5,1.8,66.3,,9.1,,
104,ºÏ°­¸ª,2012-08-20,24.0,30.9,8.5,1.9,72.0,,9.9,,
104,ºÏ°­¸ª,2012-08-21,23.5,34.3,2.0,1.6,74.1,,7.8,,
104,ºÏ°­¸ª,2012-08-22,19.6,26.7,12.0,1.6,88.3,,9.5,,
104,ºÏ°­¸ª,2012-08-23,18.6,20.6,29.0,1.5,89.4,,10.0,,
104,ºÏ°­¸ª,2012-08-24,18.7,22.3,0.5,1.6,79.4,,10.0,,
104,ºÏ°­¸ª,2012-08-25,18.0,26.8,6.0,1.3,86.6,,8.5,,
104,ºÏ°­¸ª,2012-08-26,22.0,25.3,,0.9,89.5,,10.0,4.25,
104,ºÏ°­¸ª,2012-08-27,22.0,23.7,2.5,1.1,92.6,,9.4,5.83,
104,ºÏ°­¸ª,2012-08-28,23.4,27.2,14.5,4.3,84.1,,9.4,4.0,
104,ºÏ°­¸ª,2012-08-29,24.1,31.1,,3.1,56.4,,7.8,,
104,ºÏ°­¸ª,2012-08-30,16.9,25.1,93.5,2.6,85.9,,10.0,3.42,
104,ºÏ°­¸ª,2012-08-31,17.0,23.2,9.0,3.2,72.8,,9.3,,
104,ºÏ°­¸ª,2012-09-01,17.6,22.6,1.5,1.5,82.0,,8.6,,
104,ºÏ°­¸ª,2012-09-02,18.8,22.6,1.0,1.0,90.5,,8.3,1.67,
104,ºÏ°­¸ª,2012-09-03,18.3,24.9,,1.2,85.8,,5.8,,
