ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s),Æò±Õ »ó´ë½Àµµ(%),ÀÏ ÃÖ½É½ÅÀû¼³(cm),Æò±Õ Àü¿î·®(1/10),¾È°³ °è¼Ó½Ã°£(hr)
116,°ü¾Ç»ê,1988-11-15,-1.1,8.4,5.6,2.2,56.0,,7.0,
116,°ü¾Ç»ê,1988-11-16,-2.0,5.7,7.7,6.4,71.8,,5.0,8.75
116,°ü¾Ç»ê,1988-11-17,-3.0,4.9,,5.3,61.3,,2.3,
116,°ü¾Ç»ê,1988-11-18,-1.8,5.6,,3.8,57.3,,2.5,
116,°ü¾Ç»ê,1988-11-19,-0.9,5.0,,3.3,69.5,,5.8,
116,°ü¾Ç»ê,1988-11-20,0.2,8.5,0.5,3.0,74.0,0.4,4.5,
116,°ü¾Ç»ê,1988-11-21,2.1,9.0,,2.4,71.0,,1.0,
116,°ü¾Ç»ê,1988-11-22,5.0,9.4,3.0,7.4,75.3,,8.0,
116,°ü¾Ç»ê,1988-11-23,-3.2,8.8,,7.8,60.3,,3.0,
116,°ü¾Ç»ê,1988-11-24,-6.8,-1.1,,8.8,68.0,,4.0,
116,°ü¾Ç»ê,1988-11-25,-7.7,-1.1,,8.9,66.5,,1.8,
116,°ü¾Ç»ê,1988-11-26,-9.7,-1.4,,9.1,69.0,,1.5,
116,°ü¾Ç»ê,1988-11-27,-9.0,-1.2,,5.2,65.5,,1.3,
116,°ü¾Ç»ê,1988-11-28,-3.9,3.7,,4.8,51.0,,0.0,
116,°ü¾Ç»ê,1988-11-29,-2.7,3.8,,4.2,62.5,,0.0,
116,°ü¾Ç»ê,1988-11-30,-3.6,3.2,,3.1,65.3,,0.0,
116,°ü¾Ç»ê,1988-12-01,-3.3,4.7,,4.3,59.3,,0.0,
116,°ü¾Ç»ê,1988-12-02,-2.1,5.3,,2.0,55.3,,0.0,
116,°ü¾Ç»ê,1988-12-03,-2.0,5.3,0.0,2.6,75.8,,4.5,
116,°ü¾Ç»ê,1988-12-04,-7.2,2.8,0.0,7.8,71.3,,6.5,7.73
116,°ü¾Ç»ê,1988-12-05,-10.4,-1.9,,6.9,55.3,,0.0,
116,°ü¾Ç»ê,1988-12-06,-5.4,3.8,,6.6,72.5,,4.5,
116,°ü¾Ç»ê,1988-12-07,3.4,9.8,,7.0,73.8,,8.0,
116,°ü¾Ç»ê,1988-12-08,-2.8,9.2,7.6,9.4,80.3,,7.5,9.57
116,°ü¾Ç»ê,1988-12-09,-7.5,-1.6,,8.0,58.0,,0.0,
116,°ü¾Ç»ê,1988-12-10,-8.8,-1.9,1.1,6.7,71.8,1.5,7.5,
116,°ü¾Ç»ê,1988-12-11,-7.7,0.0,3.5,8.3,77.0,2.9,6.3,
116,°ü¾Ç»ê,1988-12-12,-2.2,5.9,,8.6,65.3,,4.5,
116,°ü¾Ç»ê,1988-12-13,-0.3,6.2,,7.6,78.3,,4.8,5.55
116,°ü¾Ç»ê,1988-12-14,-11.0,0.4,0.0,8.4,56.8,0.0,2.8,
116,°ü¾Ç»ê,1988-12-15,-14.8,-7.6,,8.4,61.3,,3.5,
116,°ü¾Ç»ê,1988-12-16,-16.2,-7.0,,7.3,65.0,,0.0,
116,°ü¾Ç»ê,1988-12-17,-12.0,-1.4,,6.8,64.0,,1.0,
116,°ü¾Ç»ê,1988-12-18,-3.2,1.9,0.1,4.9,70.0,0.1,7.8,
116,°ü¾Ç»ê,1988-12-19,-2.2,0.7,1.8,4.7,82.3,2.2,10.0,14.68
116,°ü¾Ç»ê,1988-12-20,-5.4,1.2,,6.4,65.0,,5.8,
116,°ü¾Ç»ê,1988-12-21,-7.6,-0.2,,6.7,55.3,,0.0,
116,°ü¾Ç»ê,1988-12-22,-8.9,0.0,,4.7,44.5,,0.0,
116,°ü¾Ç»ê,1988-12-23,-5.4,2.2,,2.5,52.5,,5.0,
116,°ü¾Ç»ê,1988-12-24,-8.2,1.8,,6.6,66.5,,3.8,2.97
116,°ü¾Ç»ê,1988-12-25,-10.4,-2.8,,4.5,66.8,,0.0,
116,°ü¾Ç»ê,1988-12-26,-10.7,-1.4,,4.4,50.0,,0.8,
116,°ü¾Ç»ê,1988-12-27,-7.8,-0.1,0.0,7.1,71.3,0.0,4.5,
116,°ü¾Ç»ê,1988-12-28,-10.6,-2.3,,3.9,60.8,,0.0,
116,°ü¾Ç»ê,1988-12-29,-5.8,0.8,,4.3,59.8,,6.3,
116,°ü¾Ç»ê,1988-12-30,-6.7,0.8,,4.6,59.8,,0.0,
116,°ü¾Ç»ê,1988-12-31,-5.3,-0.7,,4.7,75.5,,5.8,
116,°ü¾Ç»ê,1989-01-01,-7.5,0.7,0.0,4.8,62.0,0.0,2.5,
116,°ü¾Ç»ê,1989-01-02,-6.0,0.0,0.3,7.5,82.3,0.2,7.5,9.33
116,°ü¾Ç»ê,1989-01-03,-8.0,1.0,,6.7,63.3,,1.8,2.2
116,°ü¾Ç»ê,1989-01-04,-8.4,-0.9,,3.5,46.3,,0.5,
116,°ü¾Ç»ê,1989-01-05,-6.5,3.0,,1.7,31.0,,1.0,
116,°ü¾Ç»ê,1989-01-06,0.4,5.6,,4.6,25.5,,8.5,
116,°ü¾Ç»ê,1989-01-07,4.1,7.6,5.9,7.2,76.8,,6.3,
116,°ü¾Ç»ê,1989-01-08,3.2,5.8,4.8,8.7,77.5,,10.0,
116,°ü¾Ç»ê,1989-01-09,2.4,5.2,5.4,6.7,78.8,,9.5,20.22
116,°ü¾Ç»ê,1989-01-10,2.4,5.0,4.2,2.6,78.8,,10.0,24.0
116,°ü¾Ç»ê,1989-01-11,-3.0,4.2,23.1,7.3,78.5,12.1,10.0,22.67
116,°ü¾Ç»ê,1989-01-12,-3.4,-1.4,0.1,2.7,74.5,0.2,10.0,7.6
116,°ü¾Ç»ê,1989-01-13,-10.0,-1.4,0.6,,73.8,0.7,5.8,14.2
116,°ü¾Ç»ê,1989-01-14,-11.8,-3.0,,2.7,63.5,,1.0,
116,°ü¾Ç»ê,1989-01-15,-7.4,-2.0,,3.5,69.5,,1.3,
116,°ü¾Ç»ê,1989-01-16,-5.7,1.2,,4.4,69.5,,7.5,
116,°ü¾Ç»ê,1989-01-17,-5.4,0.8,,1.7,67.5,,1.8,
116,°ü¾Ç»ê,1989-01-18,-4.0,1.8,6.0,5.2,75.3,8.7,10.0,8.83
116,°ü¾Ç»ê,1989-01-19,0.4,2.8,1.7,2.2,90.8,,10.0,24.0
116,°ü¾Ç»ê,1989-01-20,-0.8,1.8,6.6,3.3,84.3,3.1,10.0,16.05
116,°ü¾Ç»ê,1989-01-21,-3.0,3.0,,2.6,70.5,,1.3,
116,°ü¾Ç»ê,1989-01-22,-2.1,4.2,1.6,5.4,68.5,0.7,9.5,
116,°ü¾Ç»ê,1989-01-23,-1.5,1.6,6.4,3.0,91.0,3.9,10.0,14.33
116,°ü¾Ç»ê,1989-01-24,-4.4,-0.8,,2.9,82.0,,10.0,16.83
116,°ü¾Ç»ê,1989-01-25,-5.9,0.6,,2.5,68.5,,6.5,
116,°ü¾Ç»ê,1989-01-26,-9.3,-0.7,4.8,8.8,85.5,5.2,9.5,13.42
116,°ü¾Ç»ê,1989-01-27,-13.4,-6.8,,9.1,60.8,,0.0,
116,°ü¾Ç»ê,1989-01-28,-15.8,-5.4,,5.8,52.3,,0.0,
116,°ü¾Ç»ê,1989-01-29,-11.5,-2.4,,3.7,51.3,,6.0,
116,°ü¾Ç»ê,1989-01-30,-8.1,-1.3,,3.8,63.5,,2.5,
116,°ü¾Ç»ê,1989-01-31,-6.3,0.0,,4.8,78.8,,6.5,
116,°ü¾Ç»ê,1989-02-01,-10.4,-2.0,,8.1,55.5,,0.8,
116,°ü¾Ç»ê,1989-02-02,-12.4,-4.2,,6.7,62.5,,3.8,
116,°ü¾Ç»ê,1989-02-03,-11.7,-1.8,,4.1,57.5,,0.5,
116,°ü¾Ç»ê,1989-02-04,-7.7,2.0,,1.6,54.8,,0.0,
116,°ü¾Ç»ê,1989-02-05,-4.8,3.5,,2.6,56.8,,1.3,
116,°ü¾Ç»ê,1989-02-06,-5.4,4.1,,4.2,53.3,,0.0,
116,°ü¾Ç»ê,1989-02-07,-2.4,5.6,,3.4,53.5,,5.0,
116,°ü¾Ç»ê,1989-02-08,-2.4,3.0,2.4,3.5,85.3,2.4,10.0,20.4
116,°ü¾Ç»ê,1989-02-09,-6.6,1.8,0.0,5.6,72.5,0.0,6.5,4.17
116,°ü¾Ç»ê,1989-02-10,-8.4,0.9,,6.8,58.3,,0.0,
116,°ü¾Ç»ê,1989-02-11,-8.3,1.6,,4.8,67.8,,0.0,
116,°ü¾Ç»ê,1989-02-12,-5.7,4.4,,4.7,76.8,,0.5,
116,°ü¾Ç»ê,1989-02-13,-0.8,6.2,,4.7,72.5,,0.0,
116,°ü¾Ç»ê,1989-02-14,-2.3,6.6,,1.7,53.3,,1.0,
116,°ü¾Ç»ê,1989-02-15,1.7,6.2,0.0,3.7,57.8,,6.0,
116,°ü¾Ç»ê,1989-02-16,2.6,11.0,,4.1,66.0,,8.5,
116,°ü¾Ç»ê,1989-02-17,0.8,7.2,,6.3,59.0,,8.5,
116,°ü¾Ç»ê,1989-02-18,-0.3,4.8,,2.8,61.0,,4.5,
116,°ü¾Ç»ê,1989-02-19,-0.3,8.6,,3.6,59.8,,0.0,
116,°ü¾Ç»ê,1989-02-20,-3.6,5.2,,7.2,60.3,,6.3,
116,°ü¾Ç»ê,1989-02-21,-6.4,3.3,,6.2,43.8,,5.0,
116,°ü¾Ç»ê,1989-02-22,-6.8,3.0,,2.6,34.3,,1.8,
116,°ü¾Ç»ê,1989-02-23,-2.0,2.4,2.3,3.2,60.5,2.2,8.5,6.3
116,°ü¾Ç»ê,1989-02-24,-1.2,3.0,1.9,1.8,69.8,2.0,8.8,11.27
116,°ü¾Ç»ê,1989-02-25,-1.0,2.1,21.6,3.5,78.0,20.0,10.0,18.42
116,°ü¾Ç»ê,1989-02-26,-2.4,6.4,,4.8,58.0,,2.0,
116,°ü¾Ç»ê,1989-02-27,-1.6,8.8,0.0,4.8,46.0,,5.0,
116,°ü¾Ç»ê,1989-02-28,-2.5,5.4,10.1,7.7,76.3,,8.3,7.3
116,°ü¾Ç»ê,1989-03-01,-3.9,7.5,,4.9,44.8,,0.8,
116,°ü¾Ç»ê,1989-03-02,-1.6,6.9,6.6,7.5,57.3,,10.0,0.73
116,°ü¾Ç»ê,1989-03-03,0.3,10.0,100.3,7.5,92.5,,10.0,24.0
116,°ü¾Ç»ê,1989-03-04,-0.9,4.4,4.0,,61.5,,10.0,1.73
116,°ü¾Ç»ê,1989-03-05,-5.2,1.8,0.0,4.1,63.8,,7.0,7.75
116,°ü¾Ç»ê,1989-03-06,-7.5,1.0,,6.7,49.3,,2.3,
116,°ü¾Ç»ê,1989-03-07,-7.7,0.8,,7.8,47.0,,3.0,
116,°ü¾Ç»ê,1989-03-08,-8.4,2.4,,6.2,52.0,,0.0,
116,°ü¾Ç»ê,1989-03-09,-4.7,4.8,,6.8,59.8,,2.0,
116,°ü¾Ç»ê,1989-03-10,-0.7,8.4,,11.2,60.5,,1.0,
116,°ü¾Ç»ê,1989-03-11,1.9,7.0,,11.8,60.5,,6.5,3.58
116,°ü¾Ç»ê,1989-03-12,1.3,11.0,,7.7,67.5,,6.0,3.0
116,°ü¾Ç»ê,1989-03-13,4.5,11.3,,5.5,84.5,,7.5,10.53
116,°ü¾Ç»ê,1989-03-14,1.2,10.1,,6.2,76.0,,4.5,2.57
116,°ü¾Ç»ê,1989-03-15,-1.6,8.8,,4.4,64.8,,0.0,
116,°ü¾Ç»ê,1989-03-16,-1.3,4.5,0.6,7.1,70.5,1.2,3.5,3.38
116,°ü¾Ç»ê,1989-03-17,-2.4,8.2,,4.2,63.0,,0.0,
116,°ü¾Ç»ê,1989-03-18,-2.4,10.6,,2.7,56.3,,8.5,
116,°ü¾Ç»ê,1989-03-19,1.6,12.5,,3.0,46.0,,0.0,
116,°ü¾Ç»ê,1989-03-20,3.8,11.0,,3.8,62.8,,9.8,
116,°ü¾Ç»ê,1989-03-21,0.1,11.1,,4.6,68.5,,1.3,
116,°ü¾Ç»ê,1989-03-22,0.3,11.8,,3.2,65.3,,0.8,
116,°ü¾Ç»ê,1989-03-23,2.0,9.8,0.7,3.9,77.5,,9.0,
116,°ü¾Ç»ê,1989-03-24,0.6,6.0,3.6,5.9,89.5,,9.5,6.08
116,°ü¾Ç»ê,1989-03-25,-0.6,8.6,,3.2,73.8,,1.5,
116,°ü¾Ç»ê,1989-03-26,1.4,11.6,,3.2,66.3,,1.0,
116,°ü¾Ç»ê,1989-03-27,-1.9,11.4,,2.8,64.5,,3.0,
116,°ü¾Ç»ê,1989-03-28,1.5,11.4,,4.5,77.3,,4.3,6.63
116,°ü¾Ç»ê,1989-03-29,0.8,13.8,,4.6,67.5,,1.0,
116,°ü¾Ç»ê,1989-03-30,3.6,11.8,12.3,7.0,59.3,,8.8,2.58
116,°ü¾Ç»ê,1989-03-31,2.8,11.8,5.0,9.4,77.5,,5.0,11.13
116,°ü¾Ç»ê,1989-04-01,1.6,13.4,,5.2,45.3,,0.0,
116,°ü¾Ç»ê,1989-04-02,3.9,15.9,,3.5,41.5,,1.3,
116,°ü¾Ç»ê,1989-04-03,3.7,16.9,,5.7,43.0,,0.8,
116,°ü¾Ç»ê,1989-04-04,5.7,17.0,,3.1,46.5,,0.0,
116,°ü¾Ç»ê,1989-04-05,7.4,18.2,,3.0,48.3,,2.0,
116,°ü¾Ç»ê,1989-04-06,7.4,20.9,,3.0,41.8,,0.0,
116,°ü¾Ç»ê,1989-04-07,6.8,16.5,,3.9,46.8,,2.5,
116,°ü¾Ç»ê,1989-04-08,6.5,18.8,,4.8,53.5,,0.0,
116,°ü¾Ç»ê,1989-04-09,5.2,17.8,,6.5,48.3,,2.3,
116,°ü¾Ç»ê,1989-04-10,0.3,11.0,,7.9,54.5,,0.0,
116,°ü¾Ç»ê,1989-04-11,1.2,14.0,,5.6,61.8,,0.8,
116,°ü¾Ç»ê,1989-04-12,5.2,18.6,,2.6,51.3,,0.0,
116,°ü¾Ç»ê,1989-04-13,9.6,22.6,,2.6,45.0,,2.0,
116,°ü¾Ç»ê,1989-04-14,11.2,16.2,0.0,3.7,57.8,,6.5,
116,°ü¾Ç»ê,1989-04-15,10.0,21.6,0.3,3.5,57.5,,5.5,
116,°ü¾Ç»ê,1989-04-16,5.5,10.0,2.6,3.0,82.5,,7.5,
116,°ü¾Ç»ê,1989-04-17,4.8,11.6,2.9,8.6,75.5,,6.3,4.95
116,°ü¾Ç»ê,1989-04-18,7.9,20.1,,2.9,68.0,,6.5,
116,°ü¾Ç»ê,1989-04-19,11.1,21.4,,2.6,76.3,,7.0,8.78
116,°ü¾Ç»ê,1989-04-20,13.8,24.8,,2.6,40.0,,4.3,
116,°ü¾Ç»ê,1989-04-21,14.0,27.8,,6.4,42.3,,1.0,
116,°ü¾Ç»ê,1989-04-22,10.6,17.0,1.1,4.7,77.3,,7.0,
116,°ü¾Ç»ê,1989-04-23,8.9,18.6,,2.7,51.5,,6.8,
116,°ü¾Ç»ê,1989-04-24,8.7,20.8,,4.6,38.3,,1.3,
116,°ü¾Ç»ê,1989-04-25,7.7,19.2,,4.7,39.8,,0.0,
116,°ü¾Ç»ê,1989-04-26,7.0,17.0,2.3,7.1,56.3,,6.0,
116,°ü¾Ç»ê,1989-04-27,5.8,17.0,2.0,7.3,73.8,,5.8,9.18
116,°ü¾Ç»ê,1989-04-28,4.1,18.0,,4.9,49.5,,2.3,
116,°ü¾Ç»ê,1989-04-29,7.2,20.2,,4.5,40.0,,0.0,
116,°ü¾Ç»ê,1989-04-30,10.1,19.1,,3.3,47.3,,2.5,
116,°ü¾Ç»ê,1989-05-01,9.2,22.6,,4.5,53.3,,0.5,
116,°ü¾Ç»ê,1989-05-02,9.8,24.7,,4.9,49.8,,0.0,
116,°ü¾Ç»ê,1989-05-03,9.6,24.6,,7.0,57.3,,0.0,
116,°ü¾Ç»ê,1989-05-04,11.8,24.2,,5.7,54.8,,1.8,
116,°ü¾Ç»ê,1989-05-05,13.0,24.4,,3.5,48.0,,6.3,
116,°ü¾Ç»ê,1989-05-06,15.0,27.2,,3.7,46.3,,0.5,
116,°ü¾Ç»ê,1989-05-07,13.0,23.8,,5.3,59.5,,1.8,
116,°ü¾Ç»ê,1989-05-08,10.3,14.0,7.8,4.8,82.3,,10.0,17.22
116,°ü¾Ç»ê,1989-05-09,10.8,16.8,1.2,2.3,79.3,,8.0,10.17
116,°ü¾Ç»ê,1989-05-10,11.0,20.0,5.9,4.1,80.0,,7.0,1.5
116,°ü¾Ç»ê,1989-05-11,10.4,17.0,17.4,5.7,81.0,,9.0,10.87
116,°ü¾Ç»ê,1989-05-12,9.4,18.7,,3.8,76.5,,2.3,
116,°ü¾Ç»ê,1989-05-13,7.5,13.6,11.0,8.8,81.5,,7.3,
116,°ü¾Ç»ê,1989-05-14,5.4,9.7,6.2,8.5,89.8,,8.3,9.67
116,°ü¾Ç»ê,1989-05-15,5.9,18.6,,8.6,63.0,,0.8,
116,°ü¾Ç»ê,1989-05-16,9.4,18.6,,9.7,63.3,,6.3,
116,°ü¾Ç»ê,1989-05-17,9.0,22.6,,3.2,65.5,,1.3,
116,°ü¾Ç»ê,1989-05-18,14.1,25.0,,3.5,61.5,,2.0,
116,°ü¾Ç»ê,1989-05-19,13.5,23.8,,5.1,67.8,,2.0,
116,°ü¾Ç»ê,1989-05-20,12.1,18.1,,5.4,88.5,,9.5,12.17
116,°ü¾Ç»ê,1989-05-21,10.8,19.6,,5.8,80.5,,7.0,10.17
116,°ü¾Ç»ê,1989-05-22,10.1,19.5,,4.8,85.0,,9.8,10.22
116,°ü¾Ç»ê,1989-05-23,11.4,22.3,,8.1,72.0,,5.3,0.57
116,°ü¾Ç»ê,1989-05-24,11.2,20.1,0.0,4.9,80.5,,9.5,9.97
116,°ü¾Ç»ê,1989-05-25,9.3,16.6,3.7,2.8,79.0,,7.3,
116,°ü¾Ç»ê,1989-05-26,10.0,21.8,0.0,3.5,64.5,,6.0,
116,°ü¾Ç»ê,1989-05-27,11.7,25.6,,4.2,64.0,,0.8,
116,°ü¾Ç»ê,1989-05-28,14.0,23.4,,3.2,67.5,,5.8,
116,°ü¾Ç»ê,1989-05-29,13.0,22.2,,3.6,63.0,,6.3,
116,°ü¾Ç»ê,1989-05-30,12.2,22.4,,4.6,78.0,,4.5,5.38
116,°ü¾Ç»ê,1989-05-31,10.7,24.8,,4.8,70.3,,2.8,
116,°ü¾Ç»ê,1989-06-01,13.4,25.0,,4.6,60.0,,6.8,
116,°ü¾Ç»ê,1989-06-02,13.2,25.0,,4.0,56.3,,3.5,
116,°ü¾Ç»ê,1989-06-03,15.0,26.4,,3.6,65.5,,1.5,
116,°ü¾Ç»ê,1989-06-04,14.9,23.8,12.8,3.5,60.0,,8.8,2.42
116,°ü¾Ç»ê,1989-06-05,14.2,21.5,49.4,7.5,91.8,,6.5,14.67
116,°ü¾Ç»ê,1989-06-06,13.2,24.7,,5.8,77.0,,3.0,
116,°ü¾Ç»ê,1989-06-07,16.2,28.4,,3.4,53.0,,6.0,
116,°ü¾Ç»ê,1989-06-08,11.6,21.6,42.7,9.3,82.8,,10.0,16.08
116,°ü¾Ç»ê,1989-06-09,11.2,13.8,8.0,9.1,91.3,,10.0,14.33
116,°ü¾Ç»ê,1989-06-10,10.0,19.9,,3.9,75.0,,6.8,
116,°ü¾Ç»ê,1989-06-11,11.6,23.4,,3.7,71.3,,1.5,
116,°ü¾Ç»ê,1989-06-12,14.6,22.7,,2.1,70.8,,7.3,
116,°ü¾Ç»ê,1989-06-13,15.5,26.6,,3.9,58.8,,2.5,
116,°ü¾Ç»ê,1989-06-14,14.0,19.8,43.4,8.7,80.5,,9.8,14.25
116,°ü¾Ç»ê,1989-06-15,13.5,16.6,1.1,7.8,97.8,,10.0,24.0
116,°ü¾Ç»ê,1989-06-16,14.9,21.1,,6.6,86.0,,7.5,8.25
116,°ü¾Ç»ê,1989-06-17,13.8,21.6,0.6,6.0,77.8,,5.3,
116,°ü¾Ç»ê,1989-06-18,11.4,18.4,9.9,3.1,85.0,,6.0,
116,°ü¾Ç»ê,1989-06-19,10.3,18.3,,4.4,72.5,,7.5,
116,°ü¾Ç»ê,1989-06-20,11.0,21.5,0.3,4.1,72.8,,6.8,
116,°ü¾Ç»ê,1989-06-21,14.5,23.8,,4.4,74.0,,2.3,
116,°ü¾Ç»ê,1989-06-22,14.8,25.0,,3.5,71.8,,2.3,
116,°ü¾Ç»ê,1989-06-23,17.6,28.9,,2.6,64.3,,1.0,
116,°ü¾Ç»ê,1989-06-24,17.9,24.4,,3.7,63.3,,8.3,
116,°ü¾Ç»ê,1989-06-25,16.4,26.6,,4.1,66.0,,7.3,
116,°ü¾Ç»ê,1989-06-26,17.5,22.2,,5.6,73.5,,8.8,
116,°ü¾Ç»ê,1989-06-27,16.5,22.2,1.9,6.1,83.0,,10.0,9.5
116,°ü¾Ç»ê,1989-06-28,16.0,23.8,0.8,4.4,86.0,,7.0,9.92
116,°ü¾Ç»ê,1989-06-29,16.9,26.8,3.7,2.7,72.3,,5.8,
116,°ü¾Ç»ê,1989-06-30,17.8,25.3,,3.5,79.3,,3.5,
116,°ü¾Ç»ê,1989-07-01,16.0,25.0,26.8,4.0,79.8,,5.8,
116,°ü¾Ç»ê,1989-07-02,13.8,22.4,,3.9,79.0,,7.3,
116,°ü¾Ç»ê,1989-07-03,14.8,21.6,,2.9,76.5,,7.8,
116,°ü¾Ç»ê,1989-07-04,16.2,24.2,,3.2,73.0,,5.3,
116,°ü¾Ç»ê,1989-07-05,17.0,26.1,,3.2,81.3,,1.5,
116,°ü¾Ç»ê,1989-07-06,17.5,26.7,,2.8,75.8,,2.3,
116,°ü¾Ç»ê,1989-07-07,18.8,27.2,,2.6,69.3,,2.5,
116,°ü¾Ç»ê,1989-07-08,17.4,21.6,43.8,4.2,83.0,,9.3,5.42
116,°ü¾Ç»ê,1989-07-09,16.7,23.3,4.0,3.8,88.3,,7.5,10.67
116,°ü¾Ç»ê,1989-07-10,17.6,24.7,,3.2,85.0,,7.8,
116,°ü¾Ç»ê,1989-07-11,16.2,20.3,32.6,3.4,95.0,,10.0,16.33
116,°ü¾Ç»ê,1989-07-12,17.4,24.8,,3.7,88.8,,8.0,6.12
116,°ü¾Ç»ê,1989-07-13,18.8,27.3,,4.2,75.8,,0.3,
116,°ü¾Ç»ê,1989-07-14,18.3,28.8,,2.8,71.3,,0.0,
116,°ü¾Ç»ê,1989-07-15,18.8,21.3,3.0,5.0,88.5,,10.0,11.45
116,°ü¾Ç»ê,1989-07-16,18.8,22.2,16.3,5.9,95.8,,10.0,24.0
116,°ü¾Ç»ê,1989-07-17,21.5,25.9,2.8,4.3,96.0,,8.8,11.17
116,°ü¾Ç»ê,1989-07-18,21.6,27.4,,5.1,92.0,,8.3,10.75
116,°ü¾Ç»ê,1989-07-19,22.2,27.6,,6.7,85.8,,5.8,
116,°ü¾Ç»ê,1989-07-20,21.0,24.0,15.1,9.1,95.8,,9.5,3.28
116,°ü¾Ç»ê,1989-07-21,20.2,25.9,12.9,4.3,95.0,,5.3,7.07
116,°ü¾Ç»ê,1989-07-22,21.2,27.2,,3.1,89.0,,6.8,
116,°ü¾Ç»ê,1989-07-23,21.4,28.6,,4.3,82.8,,6.8,
116,°ü¾Ç»ê,1989-07-24,21.7,26.1,1.5,4.7,85.5,,9.8,0.67
116,°ü¾Ç»ê,1989-07-25,21.0,23.6,75.6,6.9,96.8,,9.0,19.67
116,°ü¾Ç»ê,1989-07-26,19.5,26.8,,2.9,84.3,,6.0,
116,°ü¾Ç»ê,1989-07-27,17.2,20.4,20.1,3.2,94.3,,10.0,16.75
116,°ü¾Ç»ê,1989-07-28,17.2,20.9,19.2,4.7,90.0,,10.0,10.92
116,°ü¾Ç»ê,1989-07-29,17.5,22.3,19.1,6.4,96.8,,10.0,15.98
116,°ü¾Ç»ê,1989-07-30,21.0,27.3,3.1,3.5,88.0,,8.0,9.92
116,°ü¾Ç»ê,1989-07-31,21.4,30.1,1.5,2.4,77.3,,1.3,
116,°ü¾Ç»ê,1989-08-01,19.3,27.6,,5.5,66.0,,0.0,
116,°ü¾Ç»ê,1989-08-02,17.5,26.9,0.4,5.3,64.5,,2.5,
116,°ü¾Ç»ê,1989-08-03,18.2,28.0,0.0,6.4,76.5,,6.5,
116,°ü¾Ç»ê,1989-08-04,20.8,31.0,0.0,5.0,71.5,,6.8,
116,°ü¾Ç»ê,1989-08-05,22.5,32.4,,3.1,61.0,,1.5,
116,°ü¾Ç»ê,1989-08-06,21.7,31.9,,2.6,62.3,,1.8,
116,°ü¾Ç»ê,1989-08-07,20.2,26.7,,3.1,78.8,,7.3,
116,°ü¾Ç»ê,1989-08-08,21.0,28.2,,5.1,79.3,,9.3,1.68
116,°ü¾Ç»ê,1989-08-09,20.2,28.3,0.3,5.7,80.3,,5.0,11.33
116,°ü¾Ç»ê,1989-08-10,19.4,28.2,,3.1,64.3,,1.0,
116,°ü¾Ç»ê,1989-08-11,18.8,23.1,26.8,6.5,83.3,,9.8,9.62
116,°ü¾Ç»ê,1989-08-12,21.2,22.8,29.6,5.4,91.8,,10.0,24.0
116,°ü¾Ç»ê,1989-08-13,21.4,27.6,5.5,1.7,86.5,,7.5,11.33
116,°ü¾Ç»ê,1989-08-14,21.7,28.6,,2.5,81.8,,5.5,6.42
116,°ü¾Ç»ê,1989-08-15,19.0,27.7,,4.2,72.5,,0.3,
116,°ü¾Ç»ê,1989-08-16,17.0,26.6,,4.0,72.0,,0.5,
116,°ü¾Ç»ê,1989-08-17,16.9,27.0,,4.0,74.8,,8.3,
116,°ü¾Ç»ê,1989-08-18,18.5,27.8,,4.0,70.5,,3.0,
116,°ü¾Ç»ê,1989-08-19,18.8,27.2,,4.3,76.3,,7.0,
116,°ü¾Ç»ê,1989-08-20,19.7,22.8,51.3,6.5,87.0,,10.0,11.58
116,°ü¾Ç»ê,1989-08-21,18.6,20.9,74.8,3.6,92.3,,10.0,14.1
116,°ü¾Ç»ê,1989-08-22,20.0,23.2,3.6,1.2,93.8,,10.0,14.93
116,°ü¾Ç»ê,1989-08-23,20.7,24.7,4.6,2.0,95.5,,9.5,9.43
116,°ü¾Ç»ê,1989-08-24,18.1,26.9,,5.0,77.8,,3.5,
116,°ü¾Ç»ê,1989-08-25,16.0,25.7,,5.3,66.3,,4.0,
116,°ü¾Ç»ê,1989-08-26,17.4,25.8,1.5,3.8,78.5,,3.8,
116,°ü¾Ç»ê,1989-08-27,17.8,25.2,60.8,3.1,81.5,,4.3,
116,°ü¾Ç»ê,1989-08-28,18.6,24.0,,4.0,85.8,,7.8,9.68
116,°ü¾Ç»ê,1989-08-29,14.7,20.2,38.7,5.7,84.0,,9.5,7.67
116,°ü¾Ç»ê,1989-08-30,16.3,20.5,20.9,6.2,86.0,,9.8,10.58
116,°ü¾Ç»ê,1989-08-31,17.1,25.6,,6.8,86.3,,9.0,7.67
116,°ü¾Ç»ê,1989-09-01,17.8,20.6,4.3,3.6,90.8,,10.0,21.17
116,°ü¾Ç»ê,1989-09-02,16.2,24.0,,6.9,75.8,,7.0,9.47
116,°ü¾Ç»ê,1989-09-03,13.4,22.2,,3.5,77.3,,2.3,
116,°ü¾Ç»ê,1989-09-04,15.4,22.7,,1.9,74.0,,6.3,
116,°ü¾Ç»ê,1989-09-05,16.4,23.2,,2.2,77.8,,8.0,
